listing_id,listing_type,district,neighbourhood,price,GrossSquareMeters,NetSquareMeters,price_per_m2,rooms,halls,total_rooms,floor,floor_category,total_floors,building_age,building_type,building_condition,heating_type,fuel_type,bathroom_count,furnished,usage_status,is_in_complex,complex_name,maintenance_fee,orientation,credit_eligible,deed_status,exchange,last_updated,scraped_at,sub_district
81716-231,satilik,Başakşehir,Bahçeşehir 2. Kısım,5000000,90,75,55555.555555555555,2,1,3,NA,21 and Above,30,1,NA,NA,Central (Metered),NA,1,Unfurnished,Vacant,TRUE,NA,NA,"North, South, East, West",Eligible,Condominium Title,No,2026-02-08,2026-03-15T08:04:22Z,Bahçeşehir 2. Kısım
148329-16,satilik,Başakşehir,Bahçeşehir 1. Kısım,6280000,165,130,38060.606060606064,3,1,4,7,NA,9,5,NA,NA,Central (Metered),NA,3,Unfurnished,Vacant,TRUE,Rabwa Rezidans,NA,NA,Not Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:04:29Z,Bahçeşehir 1. Kısım
167147-10,satilik,Başakşehir,Bahçeşehir 2. Kısım,14100000,174,124,81034.4827586207,3,1,4,-1,Garden Floor,4,0,NA,NA,Underfloor Heating,NA,2,Unfurnished,Vacant,TRUE,Bahçekent Emlak Konutları,NA,"North, East",Not Eligible,No Title Deed,No,2026-03-05,2026-03-15T08:04:38Z,Bahçeşehir 2. Kısım
0-45570090,satilik,Başakşehir,Bahçeşehir 2. Kısım,5800000,105,85,55238.09523809524,2,1,3,18,NA,30,13,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,2,Unfurnished,Owner-occupied,TRUE,Spradon Vadi Evleri Sitesi,3750,South,Eligible,Condominium Title,No,2025-12-23,2026-03-15T08:04:46Z,Bahçeşehir 2. Kısım
145985-187,satilik,Başakşehir,Bahçeşehir 1. Kısım,14000000,186,76,75268.81720430107,2,1,3,-1,Garden Floor,2,5,NA,NA,Central (Metered),NA,2,Unfurnished,Owner-occupied,TRUE,Asmalı Bahçeşehir,4500,NA,Not Eligible,Condominium Title,No,2026-03-04,2026-03-15T08:04:53Z,Bahçeşehir 1. Kısım
166501-8,satilik,Başakşehir,Başak,24999999,220,180,113636.35909090909,4,1,5,8,NA,9,0,NA,NA,Underfloor Heating,NA,3,Unfurnished,Vacant,FALSE,NA,NA,NA,Not Eligible,Construction Easement,No,2026-02-14,2026-03-15T08:05:02Z,Başak
146713-128,satilik,Başakşehir,Güvercintepe,5750000,180,160,31944.444444444445,3,2,5,4,NA,5,5,NA,NA,Combi Boiler,NA,2,NA,Tenant-occupied,FALSE,NA,NA,"North, West",Eligible,Condominium Title,Yes,2026-03-10,2026-03-15T08:05:11Z,Güvercintepe
164129-25,satilik,Başakşehir,Bahçeşehir 1. Kısım,6200000,95,71,65263.15789473684,2,1,3,4,NA,12,6,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Vaditepe Bahçeşehir 4.Bölge,NA,East,Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:05:19Z,Bahçeşehir 1. Kısım
160612-72,satilik,Başakşehir,Bahçeşehir 1. Kısım,18500000,275,210,67272.72727272728,4,1,5,3,NA,11,11,NA,NA,Underfloor Heating,NA,3,Unfurnished,Vacant,TRUE,Bahçeşehir Konakları,NA,"South, East",Eligible,Condominium Title,No,2026-03-10,2026-03-15T08:05:27Z,Bahçeşehir 1. Kısım
167391-12,satilik,Başakşehir,Kayabaşı,9400000,130,90,72307.69230769231,2,1,3,13,NA,30,6,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Adım İstanbul,NA,South,Not Eligible,Foreign Owner,No,2026-03-12,2026-03-15T08:05:35Z,Kayabaşı
69864-1775,satilik,Başakşehir,Kayabaşı,3615000,48,40,75312.5,1,1,2,2,NA,3,11,NA,NA,Central (Metered),NA,1,Unfurnished,Tenant-occupied,TRUE,TOKİ Kayaşehir 13. Bölge,NA,"South, East",Not Eligible,No Title Deed,No,2026-03-12,2026-03-15T08:05:43Z,Kayabaşı
137548-417,satilik,Başakşehir,Başakşehir,5000000,86,66,58139.53488372093,1,1,2,1,NA,13,6,NA,NA,Central (Metered),NA,1,Unfurnished,Tenant-occupied,TRUE,Olimpa Plus Sitesi,NA,"East, West",Not Eligible,Condominium Title,Yes,2026-02-13,2026-03-15T08:05:52Z,Başakşehir
121554-661,satilik,Başakşehir,Güvercintepe,4750000,180,170,26388.88888888889,4,2,6,4,NA,4,6,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,Yes,2026-02-13,2026-03-15T08:06:00Z,Güvercintepe
158130-239,satilik,Başakşehir,Bahçeşehir 2. Kısım,9250000,160,140,57812.5,3,1,4,11,NA,14,21,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Güllü Konakları,NA,"South, West",Not Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:06:08Z,Bahçeşehir 2. Kısım
139407-764,satilik,Başakşehir,Başakşehir,8055000,85,47,94764.70588235294,2,1,3,5,NA,23,6,NA,NA,Central,NA,1,Furnished,Tenant-occupied,TRUE,Air Başakşehir Konutları,4798,NA,Not Eligible,Foreign Owner,No,2026-03-03,2026-03-15T08:06:16Z,Başakşehir
167147-9,satilik,Başakşehir,Bahçeşehir 2. Kısım,14900000,174,122,85632.18390804598,3,1,4,-1,Garden Floor,4,0,NA,NA,Underfloor Heating,NA,2,Unfurnished,Vacant,TRUE,Bahçekent Emlak Konutları,NA,"North, South, East",Not Eligible,No Title Deed,No,2026-03-13,2026-03-15T08:06:23Z,Bahçeşehir 2. Kısım
72721-2018,satilik,Başakşehir,Bahçeşehir 2. Kısım,11700000,200,165,58500,4,1,5,0,Raised Ground,7,21,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Gül Sitesi,NA,South,Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:06:31Z,Bahçeşehir 2. Kısım
165528-8,satilik,Başakşehir,Altınşehir,5000000,120,100,41666.666666666664,3,1,4,3,NA,4,5,NA,NA,Combi Boiler,NA,1,Unfurnished,NA,FALSE,NA,NA,NA,Eligible,Condominium Title,NA,2026-03-14,2026-03-15T08:06:38Z,Altınşehir
133233-163,satilik,Başakşehir,Ziya Gökalp,9850000,100,70,98500,2,1,3,1,NA,9,2,NA,NA,Central (Metered),NA,1,Unfurnished,Vacant,TRUE,Mavera Comfort,NA,"South, East",Not Eligible,Foreign Owner,No,2026-03-04,2026-03-15T08:06:46Z,Ziya Gökalp
163745-11,satilik,Başakşehir,Kayabaşı,7075000,105,82,67380.95238095238,2,1,3,2,NA,4,0,NA,NA,Central (Metered),NA,1,Unfurnished,Tenant-occupied,TRUE,Kayaşehir 26. Bölge,NA,"South, East",Not Eligible,No Title Deed,No,2026-02-25,2026-03-15T08:06:54Z,Kayabaşı
167391-6,satilik,Başakşehir,Kayabaşı,21500000,250,165,86000,4,1,5,1,NA,5,0,NA,NA,Central (Metered),NA,3,Unfurnished,Vacant,TRUE,Som Meydan Konakları,NA,NA,Not Eligible,Foreign Owner,No,2026-03-12,2026-03-15T08:07:01Z,Kayabaşı
88886-568,satilik,Başakşehir,Bahçeşehir 2. Kısım,5750000,115,85,50000,2,1,3,3,NA,29,10,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,2,Unfurnished,Vacant,TRUE,Spradon Vadi Evleri Sitesi,5000,North,Eligible,Condominium Title,No,2026-03-01,2026-03-15T08:07:11Z,Bahçeşehir 2. Kısım
32175-4111,satilik,Başakşehir,Bahçeşehir 2. Kısım,10000000,180,160,55555.555555555555,4,1,5,4,NA,20,11,NA,NA,Central (Metered),NA,2,Unfurnished,Tenant-occupied,TRUE,Spradon Kuleler,NA,NA,Eligible,Condominium Title,No,2026-02-10,2026-03-15T08:07:19Z,Bahçeşehir 2. Kısım
165086-66,satilik,Başakşehir,Kayabaşı,19000000,200,166,95000,4,1,5,2,NA,5,0,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Not Eligible,No Title Deed,No,2026-02-13,2026-03-15T08:07:27Z,Kayabaşı
132292-1365,satilik,Başakşehir,Bahçeşehir 2. Kısım,5750000,95,90,60526.31578947369,3,1,4,3,NA,6,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,South,Eligible,Condominium Title,Yes,2026-03-09,2026-03-15T08:07:35Z,Bahçeşehir 2. Kısım
155292-62,satilik,Başakşehir,Güvercintepe,4900000,170,150,28823.529411764706,3,2,5,3,NA,3,5,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,2026-03-05,2026-03-15T08:07:43Z,Güvercintepe
164742-134,satilik,Başakşehir,Kayabaşı,10650000,154,127,69155.84415584416,3,1,4,3,NA,5,5,NA,NA,Central,NA,1,Unfurnished,Owner-occupied,FALSE,NA,2100,"East, West",Eligible,Freehold Title,No,2026-02-13,2026-03-15T08:07:49Z,Kayabaşı
137548-414,satilik,Başakşehir,Başak,16000000,194,155,82474.22680412371,4,1,5,9,NA,22,11,NA,NA,Central (Metered),NA,2,Unfurnished,Owner-occupied,TRUE,Metrokent Sitesi,NA,"South, West",Not Eligible,Condominium Title,Yes,2026-02-13,2026-03-15T08:07:58Z,Başak
121554-656,satilik,Başakşehir,Güvercintepe,5125000,130,120,39423.07692307692,3,1,4,2,NA,5,0,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,Yes,2026-02-13,2026-03-15T08:08:06Z,Güvercintepe
139407-700,satilik,Başakşehir,Başakşehir,5355000,44,37,121704.54545454546,1,1,2,15,NA,23,6,NA,NA,Central,NA,1,Furnished,Vacant,TRUE,Air Başakşehir Konutları,4547,NA,Not Eligible,Foreign Owner,No,2026-03-03,2026-03-15T08:08:13Z,Başakşehir
72595-3031,satilik,Başakşehir,Bahçeşehir 2. Kısım,3489000,104,92,33548.07692307692,2,1,3,2,NA,5,3,NA,NA,Combi Boiler,NA,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,2026-02-22,2026-03-15T08:08:21Z,Bahçeşehir 2. Kısım
0-45715906,satilik,Başakşehir,Kayabaşı,6500000,75,69,86666.66666666667,2,1,3,4,NA,5,5,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,1,Unfurnished,Vacant,TRUE,TOKİ Kavaklı Bahçe Sitesi,NA,"South, East",Eligible,Condominium Title,No,2026-01-16,2026-03-15T08:08:30Z,Kayabaşı
72721-1999,satilik,Başakşehir,Bahçeşehir 2. Kısım,9400000,175,135,53714.28571428572,3,1,4,4,NA,12,21,NA,NA,Central,NA,2,Unfurnished,Owner-occupied,TRUE,Funda 1 Sitesi,NA,"South, East",Eligible,Condominium Title,No,2026-02-23,2026-03-15T08:08:38Z,Bahçeşehir 2. Kısım
6056-13955,satilik,Başakşehir,Bahçeşehir 2. Kısım,8450000,169,139,50000,3,1,4,13,NA,25,4,Reinforced Concrete,New,Central (Metered),Natural Gas,2,Unfurnished,Vacant,TRUE,Tual Bahçekent Sitesi 2. Parsel,NA,NA,Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:08:46Z,Bahçeşehir 2. Kısım
69864-1747,satilik,Başakşehir,Kayabaşı,3850000,55,49,70000,1,1,2,-1,Sub-level 1,5,7,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,1,Unfurnished,Tenant-occupied,TRUE,NA,1300,"South, East",Eligible,Condominium Title,Yes,2026-02-01,2026-03-15T08:08:57Z,Kayabaşı
92941-5867,satilik,Başakşehir,Bahçeşehir 2. Kısım,4600000,250,220,18400,4,2,6,13,NA,14,25,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,"South, West",Eligible,Condominium Title,No,2026-02-07,2026-03-15T08:09:06Z,Bahçeşehir 2. Kısım
155292-59,satilik,Başakşehir,Güvercintepe,5900000,170,160,34705.882352941175,4,2,6,3,NA,3,1,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,West,Eligible,Construction Easement,No,2026-02-13,2026-03-15T08:09:15Z,Güvercintepe
137548-412,satilik,Başakşehir,Kayabaşı,14000000,175,125,80000,3,1,4,9,NA,17,6,NA,NA,Central (Metered),NA,2,Unfurnished,Tenant-occupied,TRUE,Nidapark Kayaşehir Yakut,NA,"North, West",Not Eligible,Foreign Owner,No,2026-02-13,2026-03-15T08:09:22Z,Kayabaşı
164449-25,satilik,Başakşehir,Bahçeşehir 1. Kısım,15000000,195,145,76923.07692307692,4,1,5,4,NA,23,6,NA,NA,Central (Metered),NA,2,Unfurnished,Owner-occupied,TRUE,Mesa Nurol Bahçeşehir Evleri Sazlıbahçe,NA,South,Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:09:30Z,Bahçeşehir 1. Kısım
121554-654,satilik,Başakşehir,Güvercintepe,5650000,200,185,28250,4,2,6,4,NA,4,1,NA,NA,Combi Boiler,NA,4,Unfurnished,Vacant,FALSE,NA,100,"South, East",Eligible,Condominium Title,Yes,2026-02-13,2026-03-15T08:09:38Z,Güvercintepe
3921-1596,satilik,Başakşehir,Bahçeşehir 1. Kısım,23500000,220,170,106818.18181818182,4,1,5,-1,Garden Floor,2,8,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,3,Unfurnished,Vacant,FALSE,NA,NA,"South, West",Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:09:46Z,Bahçeşehir 1. Kısım
72595-3033,satilik,Başakşehir,Bahçeşehir 2. Kısım,3049000,103,91,29601.941747572815,2,1,3,1,NA,5,3,NA,NA,Combi Boiler,NA,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,2026-03-07,2026-03-15T08:09:53Z,Bahçeşehir 2. Kısım
165153-125,satilik,Başakşehir,Kayabaşı,5150000,68,60,75735.29411764706,2,1,3,5,NA,10,6,NA,NA,Combi Boiler,NA,1,Unfurnished,Owner-occupied,TRUE,TOKİ Kayaşehir 13. Bölge,NA,"South, West",Eligible,Condominium Title,No,2026-03-02,2026-03-15T08:10:02Z,Kayabaşı
72721-2008,satilik,Başakşehir,Bahçeşehir 1. Kısım,18000000,250,220,72000,4,1,5,11,NA,11,6,NA,NA,Underfloor Heating,NA,3,Unfurnished,Owner-occupied,FALSE,NA,NA,"South, West",Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:10:10Z,Bahçeşehir 1. Kısım
165248-30,satilik,Başakşehir,Güvercintepe,3800000,85,80,44705.882352941175,2,1,3,1,NA,4,6,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"North, South",Eligible,Condominium Title,No,2026-02-06,2026-03-15T08:10:18Z,Güvercintepe
165086-53,satilik,Başakşehir,Ziya Gökalp,15000000,163,115,92024.53987730062,4,1,5,11,NA,25,6,NA,NA,Central (Metered),NA,2,Furnished,Vacant,TRUE,Mall Of İstanbul,7500,West,Eligible,Foreign Owner,No,2026-02-13,2026-03-15T08:10:27Z,Ziya Gökalp
103802-1904,satilik,Başakşehir,Bahçeşehir 2. Kısım,15500000,210,177,73809.52380952382,4,1,5,6,NA,7,15,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Furnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:10:34Z,Bahçeşehir 2. Kısım
121554-649,satilik,Başakşehir,Güvercintepe,4070000,105,95,38761.90476190476,2,1,3,2,NA,4,0,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,Yes,2026-02-13,2026-03-15T08:10:43Z,Güvercintepe
128883-366,satilik,Başakşehir,Bahçeşehir 2. Kısım,6400000,87,75,73563.2183908046,2,1,3,-1,Garden Floor,4,2,NA,NA,Central (Metered),NA,1,Unfurnished,Vacant,TRUE,Toki Bahçekent,1220,"South, East",Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:10:52Z,Bahçeşehir 2. Kısım
155292-46,satilik,Başakşehir,Güvercintepe,4350000,105,85,41428.57142857143,2,1,3,2,NA,5,6,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,West,Eligible,Condominium Title,No,2026-02-15,2026-03-15T08:11:01Z,Güvercintepe
137548-402,satilik,Başakşehir,Bahçeşehir 2. Kısım,11430000,90,60,127000,2,1,3,2,NA,5,0,NA,NA,Central (Metered),NA,1,Unfurnished,Vacant,TRUE,Nezihpark Bahçekent,NA,East,Not Eligible,No Title Deed,Yes,2026-02-13,2026-03-15T08:11:09Z,Bahçeşehir 2. Kısım
102526-598,satilik,Başakşehir,Bahçeşehir 2. Kısım,14300000,212,145,67452.83018867925,4,1,5,1,NA,3,0,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Vadi Evleri 2. Etap,NA,"North, East, West",Not Eligible,No Title Deed,No,2026-03-05,2026-03-15T08:11:17Z,Bahçeşehir 2. Kısım
163745-21,satilik,Başakşehir,Kayabaşı,5750000,137,105,41970.80291970803,3,1,4,1,NA,4,0,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,TOKİ 27. Bölge 2. Etap,NA,"North, South, East, West",Not Eligible,No Title Deed,No,2026-03-02,2026-03-15T08:11:24Z,Kayabaşı
88886-537,satilik,Başakşehir,Bahçeşehir 2. Kısım,12000000,160,132,75000,3,1,4,-1,Garden Floor,4,0,NA,NA,Underfloor Heating,NA,2,Unfurnished,Vacant,TRUE,Vadi Evleri 1. Etap,NA,NA,Not Eligible,No Title Deed,No,2026-02-26,2026-03-15T08:11:33Z,Bahçeşehir 2. Kısım
92941-5871,satilik,Başakşehir,Bahçeşehir 2. Kısım,4750000,100,90,47500,2,1,3,1,NA,6,22,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Owner-occupied,FALSE,NA,NA,"South, West",Eligible,Construction Easement,No,2026-03-06,2026-03-15T08:11:41Z,Bahçeşehir 2. Kısım
75964-3009,satilik,Başakşehir,Bahçeşehir 2. Kısım,3540000,120,110,29500,3,1,4,0,Entrance Floor,5,6,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,250,"South, East",Eligible,Condominium Title,Yes,2026-02-18,2026-03-15T08:11:48Z,Bahçeşehir 2. Kısım
72595-3157,satilik,Başakşehir,Bahçeşehir 2. Kısım,3949000,102,91,38715.686274509804,2,1,3,2,NA,5,4,NA,NA,Combi Boiler,NA,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, East, West",Eligible,Condominium Title,No,2026-02-21,2026-03-15T08:11:57Z,Bahçeşehir 2. Kısım
121554-639,satilik,Başakşehir,Altınşehir,6350000,220,200,28863.636363636364,6,2,8,3,NA,3,0,NA,NA,Combi Boiler,NA,3,Unfurnished,Vacant,FALSE,NA,NA,"North, South, West",Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:12:14Z,Altınşehir
155292-37,satilik,Başakşehir,Güvercintepe,5900000,190,180,31052.63157894737,3,2,5,3,NA,3,5,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"North, East, West",Eligible,Condominium Title,No,2026-02-07,2026-03-15T08:12:22Z,Güvercintepe
137548-394,satilik,Başakşehir,Bahçeşehir 2. Kısım,10480000,90,60,116444.44444444444,2,1,3,1,NA,5,0,NA,NA,Central (Metered),NA,1,Unfurnished,Vacant,TRUE,Nezihpark Bahçekent,NA,East,Not Eligible,No Title Deed,Yes,2026-02-13,2026-03-15T08:12:31Z,Bahçeşehir 2. Kısım
167147-23,satilik,Başakşehir,Bahçeşehir 2. Kısım,10400000,105,87,99047.61904761905,2,1,3,1,NA,5,0,NA,NA,Underfloor Heating,NA,2,Unfurnished,Vacant,TRUE,Vadi Evleri 1. Etap,NA,"South, East, West",Not Eligible,No Title Deed,No,2026-03-05,2026-03-15T08:12:38Z,Bahçeşehir 2. Kısım
102526-618,satilik,Başakşehir,Bahçeşehir 2. Kısım,14000000,212,145,66037.7358490566,4,1,5,2,NA,3,0,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Vadi Evleri 2. Etap,NA,"North, South, West",Not Eligible,No Title Deed,No,2026-03-05,2026-03-15T08:12:46Z,Bahçeşehir 2. Kısım
133233-158,satilik,Başakşehir,İkitelli OSB,8000000,109,85,73394.49541284403,2,1,3,4,NA,12,6,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,NA,NA,NA,Eligible,Foreign Owner,No,2026-03-04,2026-03-15T08:12:54Z,İkitelli OSB
72721-2010,satilik,Başakşehir,Bahçeşehir 1. Kısım,7250000,118,105,61440.67796610169,3,1,4,6,NA,14,6,NA,NA,Central (Metered),NA,2,Unfurnished,Tenant-occupied,TRUE,Vaditepe Bahçeşehir 4.Bölge,4000,"East, West",Eligible,No Title Deed,No,2026-02-04,2026-03-15T08:13:01Z,Bahçeşehir 1. Kısım
75964-2966,satilik,Başakşehir,Bahçeşehir 2. Kısım,3150000,100,90,31500,2,1,3,2,NA,5,6,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,300,"South, East",Eligible,Condominium Title,Yes,2026-02-27,2026-03-15T08:13:09Z,Bahçeşehir 2. Kısım
163745-50,satilik,Başakşehir,Kayabaşı,7199000,108,82,66657.4074074074,2,1,3,4,NA,4,0,NA,NA,Central (Metered),NA,1,Unfurnished,Vacant,TRUE,Kayaşehir 26. Bölge,1200,"South, West",Not Eligible,No Title Deed,No,2026-03-07,2026-03-15T08:13:17Z,Kayabaşı
87701-3785,satilik,Başakşehir,Güvercintepe,5400000,180,165,30000,3,2,5,1,NA,4,0,NA,NA,Central,NA,1,Unfurnished,Vacant,FALSE,NA,100,South,Eligible,Foreign Owner,No,2026-02-13,2026-03-15T08:13:24Z,Güvercintepe
128883-340,satilik,Başakşehir,Bahçeşehir 2. Kısım,13250000,220,150,60227.27272727273,3,1,4,1,NA,4,1,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Vadi Evleri 1. Etap,NA,"South, East",Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:13:31Z,Bahçeşehir 2. Kısım
155292-23,satilik,Başakşehir,Güvercintepe,6250000,190,170,32894.73684210526,4,2,6,3,NA,3,1,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, West",Eligible,Construction Easement,Yes,2026-02-13,2026-03-15T08:13:42Z,Güvercintepe
145537-635,satilik,Başakşehir,Ziya Gökalp,5794520,130,95,44573.230769230766,3,1,4,NA,Mid Floor,5,0,Reinforced Concrete,NA,Central (Metered),NA,2,Unfurnished,Vacant,FALSE,NA,NA,NA,Not Eligible,No Title Deed,No,2026-02-25,2026-03-15T08:13:51Z,Ziya Gökalp
165479-3,satilik,Başakşehir,Bahçeşehir 1. Kısım,15250000,165,135,92424.24242424243,4,1,5,4,NA,23,6,NA,NA,Central (Metered),NA,2,Unfurnished,Owner-occupied,TRUE,Mesa Nurol Bahçeşehir Evleri Sazlıbahçe,NA,South,Eligible,Condominium Title,No,2026-03-12,2026-03-15T08:13:59Z,Bahçeşehir 1. Kısım
163766-54,satilik,Başakşehir,Bahçeşehir 2. Kısım,2390000,140,130,17071.428571428572,3,1,4,-1,Garden Floor,5,6,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,NA,Eligible,Foreign Owner,No,2026-03-08,2026-03-15T08:14:06Z,Bahçeşehir 2. Kısım
0-45781394,satilik,Başakşehir,Bahçeşehir 1. Kısım,5200000,75,60,69333.33333333333,1,1,2,11,NA,15,15,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,1,Unfurnished,Vacant,TRUE,Uphill Court,NA,"North, South, West",Eligible,Condominium Title,No,2026-02-02,2026-03-15T08:14:13Z,Bahçeşehir 1. Kısım
160103-27,satilik,Başakşehir,Altınşehir,4250000,95,90,44736.84210526316,2,1,3,3,NA,5,3,NA,NA,Combi Boiler,NA,2,Unfurnished,Tenant-occupied,FALSE,NA,NA,"North, South, East",Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:14:22Z,Altınşehir
0-45166186,satilik,Başakşehir,Bahçeşehir 2. Kısım,10950000,111,89,98648.64864864865,2,1,3,-1,Garden Floor,3,1,Reinforced Concrete,New,Underfloor Heating,NA,2,Unfurnished,Tenant-occupied,TRUE,Emlak Konut Vadi Evleri Sitesi,8700,"North, West",Eligible,No Title Deed,No,2026-02-28,2026-03-15T08:14:30Z,Bahçeşehir 2. Kısım
32175-4095,satilik,Başakşehir,Bahçeşehir 2. Kısım,4100000,70,65,58571.42857142857,1,1,2,1,NA,28,6,NA,NA,Central (Metered),NA,1,Unfurnished,Tenant-occupied,TRUE,Spradon Vadi Evleri,3150,South,Eligible,Condominium Title,No,2026-03-02,2026-03-15T08:14:37Z,Bahçeşehir 2. Kısım
121554-653,satilik,Başakşehir,Altınşehir,3550000,95,85,37368.42105263158,2,1,3,0,Raised Ground,4,0,NA,NA,Combi Boiler,NA,2,Unfurnished,Tenant-occupied,FALSE,NA,100,"South, East",Eligible,Condominium Title,Yes,2026-02-13,2026-03-15T08:14:45Z,Altınşehir
146713-149,satilik,Başakşehir,Güvercintepe,5850000,120,100,48750,3,1,4,2,NA,7,5,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,500,"South, East",Eligible,Construction Easement,No,2026-03-10,2026-03-15T08:14:52Z,Güvercintepe
75964-2952,satilik,Başakşehir,Bahçeşehir 2. Kısım,5950000,150,135,39666.666666666664,3,1,4,2,NA,4,0,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,"North, South, East, West",Not Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:15:00Z,Bahçeşehir 2. Kısım
163745-48,satilik,Başakşehir,Kayabaşı,5749000,115,90,49991.30434782609,3,1,4,1,NA,4,0,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,TOKİ 27. Bölge 1. Etap,NA,"South, East",Not Eligible,No Title Deed,No,2026-03-09,2026-03-15T08:15:08Z,Kayabaşı
166866-13,satilik,Başakşehir,Ziya Gökalp,18000000,215,155,83720.93023255814,4,1,5,1,NA,8,0,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,NA,NA,NA,Not Eligible,No Title Deed,No,2026-02-26,2026-03-15T08:15:16Z,Ziya Gökalp
87701-3760,satilik,Başakşehir,Altınşehir,3590000,100,90,35900,2,1,3,0,Raised Ground,4,0,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,100,"North, South, East",Eligible,Construction Easement,Yes,2026-02-13,2026-03-15T08:15:23Z,Altınşehir
133233-172,satilik,Başakşehir,Ziya Gökalp,15850000,158,110,100316.45569620254,3,1,4,1,NA,8,2,NA,NA,Central (Metered),NA,2,Unfurnished,Owner-occupied,TRUE,Mavera Comfort,NA,NA,Eligible,Foreign Owner,No,2026-03-13,2026-03-15T08:15:31Z,Ziya Gökalp
692254-1227,satilik,Başakşehir,Kayabaşı,14500000,128,110,113281.25,3,1,4,3,NA,4,0,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,NA,NA,"South, East",Not Eligible,No Title Deed,No,2026-03-09,2026-03-15T08:15:38Z,Kayabaşı
