listing_id,listing_type,district,neighbourhood,price,GrossSquareMeters,NetSquareMeters,price_per_m2,rooms,halls,total_rooms,floor,floor_category,total_floors,building_age,building_type,building_condition,heating_type,fuel_type,bathroom_count,furnished,usage_status,is_in_complex,complex_name,maintenance_fee,orientation,credit_eligible,deed_status,exchange,last_updated,scraped_at,sub_district
65819-1147,satilik,Başakşehir,Bahçeşehir 1. Kısım,12500000,165,125,75757.57575757576,3,1,4,19,NA,23,11,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Mesa Nurol Bahçeşehir Evleri Sazlıbahçe,NA,"South, East, West",Eligible,Condominium Title,No,2026-02-23,2026-03-15T07:52:38Z,Bahçeşehir 1. Kısım
165153-30,satilik,Başakşehir,Başakşehir,6250000,125,110,50000,3,1,4,-1,Garden Floor,7,16,NA,NA,Combi Boiler,NA,2,Unfurnished,Tenant-occupied,TRUE,NA,1000,East,Eligible,Condominium Title,No,2026-02-12,2026-03-15T07:52:46Z,Başakşehir
167391-9,satilik,Başakşehir,Kayabaşı,8745000,140,110,62464.28571428572,3,1,4,11,NA,30,6,NA,NA,Central,NA,2,Unfurnished,Vacant,TRUE,Emlak Konut Başakşehir Evleri 1. Etap 1. Kısım,NA,NA,Not Eligible,Foreign Owner,No,2026-03-12,2026-03-15T07:52:54Z,Kayabaşı
69864-1624,satilik,Başakşehir,Altınşehir,4100000,110,90,37272.72727272727,3,1,4,-1,Sub-level 1,5,2,NA,NA,Combi Boiler,NA,1,NA,Tenant-occupied,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,2026-03-05,2026-03-15T07:53:01Z,Altınşehir
72595-3281,satilik,Başakşehir,Bahçeşehir 2. Kısım,2900000,90,75,32222.222222222223,1,1,2,1,NA,7,0,NA,NA,Central (Metered),NA,1,Unfurnished,Vacant,TRUE,NA,NA,NA,Eligible,Condominium Title,No,2026-03-07,2026-03-15T07:53:10Z,Bahçeşehir 2. Kısım
102526-599,satilik,Başakşehir,Bahçeşehir 2. Kısım,12600000,166,122,75903.61445783133,3,1,4,3,NA,4,0,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Vadi Evleri 2. Etap,NA,NA,Not Eligible,No Title Deed,No,2026-03-09,2026-03-15T07:53:18Z,Bahçeşehir 2. Kısım
167072-8,satilik,Başakşehir,Kayabaşı,10500000,96,65,109375,2,1,3,8,NA,9,0,NA,NA,Underfloor Heating,NA,1,Unfurnished,Vacant,TRUE,Fuzul Avrasya,NA,"North, West",Not Eligible,No Title Deed,Yes,2026-03-03,2026-03-15T07:53:25Z,Kayabaşı
166984-22,satilik,Başakşehir,Güvercintepe,3700000,105,95,35238.09523809524,2,1,3,0,Raised Ground,2,5,NA,NA,Combi Boiler,NA,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,NA,Eligible,Condominium Title,No,2026-03-05,2026-03-15T07:53:32Z,Güvercintepe
145537-618,satilik,Başakşehir,Başakşehir,12000000,193,126,62176.16580310881,3,1,4,14,NA,23,7,Reinforced Concrete,Second-hand,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Bulvar İstanbul Evleri Göl Etabı,NA,NA,Eligible,Foreign Owner,No,2026-02-25,2026-03-15T07:53:42Z,Başakşehir
131357-183,satilik,Başakşehir,Bahçeşehir 2. Kısım,9000000,160,120,56250,3,1,4,1,NA,2,5,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,2,Unfurnished,NA,TRUE,Akzirve Strada,4500,"South, East",Eligible,Foreign Owner,No,2026-03-03,2026-03-15T07:53:51Z,Bahçeşehir 2. Kısım
72721-2027,satilik,Başakşehir,Bahçeşehir 1. Kısım,9100000,137,110,66423.35766423358,2,1,3,17,NA,19,5,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Vaditepe Göl Evleri,NA,"South, West",Eligible,Condominium Title,No,2026-03-09,2026-03-15T07:53:59Z,Bahçeşehir 1. Kısım
165153-19,satilik,Başakşehir,Başak,8750000,100,60,87500,2,1,3,3,NA,8,0,NA,NA,Central (Metered),NA,1,Unfurnished,Vacant,TRUE,Meydan Başakşehir,NA,West,Not Eligible,No Title Deed,No,2026-02-21,2026-03-15T07:54:06Z,Başak
65819-1136,satilik,Başakşehir,Bahçeşehir 1. Kısım,12500000,165,125,75757.57575757576,3,1,4,19,NA,23,11,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Mesa Nurol Bahçeşehir Evleri Sazlıbahçe,NA,"South, East, West",Eligible,Condominium Title,No,2026-02-02,2026-03-15T07:54:15Z,Bahçeşehir 1. Kısım
109470-11,satilik,Başakşehir,Kayabaşı,4400000,56,45,78571.42857142857,1,1,2,-1,Garden Floor,5,1,NA,NA,Central (Metered),NA,1,Furnished,Tenant-occupied,TRUE,Kayaşehir 25. Bölge,NA,West,Not Eligible,No Title Deed,No,2026-02-13,2026-03-15T07:54:23Z,Kayabaşı
40658-22306,satilik,Başakşehir,Bahçeşehir 2. Kısım,5590000,160,130,34937.5,3,1,4,0,Entrance Floor,7,21,NA,NA,Combi Boiler,NA,1,NA,Owner-occupied,TRUE,Boğazköy Baysal Yaşamkent Sitesi,NA,South,Eligible,Condominium Title,No,2026-03-06,2026-03-15T07:54:32Z,Bahçeşehir 2. Kısım
72595-3069,satilik,Başakşehir,Bahçeşehir 2. Kısım,4090000,125,110,32720,3,1,4,2,NA,4,0,NA,NA,Combi Boiler,NA,2,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, West",Eligible,Condominium Title,Yes,2026-02-21,2026-03-15T07:54:40Z,Bahçeşehir 2. Kısım
75964-3016,satilik,Başakşehir,Bahçeşehir 2. Kısım,3900000,115,105,33913.04347826087,2,1,3,NA,Mid Floor,5,6,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,250,"South, East",Eligible,Condominium Title,Yes,2026-02-21,2026-03-15T07:54:48Z,Bahçeşehir 2. Kısım
167072-6,satilik,Başakşehir,Kayabaşı,9300000,124,107,75000,3,1,4,15,NA,15,11,NA,NA,Central (Metered),NA,1,Unfurnished,Vacant,TRUE,TOKİ Kayabaşı 18. Bölge,2625,"South, East, West",Eligible,Condominium Title,No,2026-03-05,2026-03-15T07:54:57Z,Kayabaşı
166975-25,satilik,Başakşehir,Güvercintepe,4300000,90,80,47777.77777777778,2,1,3,1,NA,5,6,NA,NA,Combi Boiler,NA,1,Unfurnished,Owner-occupied,FALSE,NA,NA,NA,Eligible,Condominium Title,No,2026-02-28,2026-03-15T07:55:05Z,Güvercintepe
163983-432,satilik,Başakşehir,Kayabaşı,8500000,215,180,39534.88372093023,5,2,7,2,NA,3,0,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,1000,"North, South, East",Eligible,Condominium Title,No,2026-03-14,2026-03-15T07:55:12Z,Kayabaşı
32175-4109,satilik,Başakşehir,Bahçeşehir 2. Kısım,6300000,110,105,57272.72727272727,2,1,3,0,Entrance Floor,9,6,NA,NA,Central (Metered),NA,2,Furnished,Owner-occupied,TRUE,Spradon Vadi Evleri,4200,South,Eligible,Condominium Title,No,2026-02-06,2026-03-15T07:55:21Z,Bahçeşehir 2. Kısım
165086-2,satilik,Başakşehir,Bahçeşehir 1. Kısım,7250000,118,100,61440.67796610169,3,1,4,2,NA,15,6,NA,NA,Central,NA,2,Unfurnished,Vacant,TRUE,Vaditepe Bahçeşehir 4.Bölge,4000,"North, South, West",Not Eligible,Condominium Title,No,2026-02-27,2026-03-15T07:55:28Z,Bahçeşehir 1. Kısım
145537-559,satilik,Başakşehir,Başakşehir,13800000,200,166,69000,4,1,5,5,NA,22,0,NA,NA,Central (Metered),NA,2,Unfurnished,Owner-occupied,TRUE,Bulvar İstanbul,NA,NA,Eligible,Condominium Title,No,2026-02-16,2026-03-15T07:55:37Z,Başakşehir
166006-8,satilik,Başakşehir,Bahçeşehir 1. Kısım,6100000,105,85,58095.23809523809,2,1,3,7,NA,16,11,NA,NA,Central (Metered),NA,1,Unfurnished,Tenant-occupied,TRUE,NA,NA,East,Eligible,Condominium Title,No,2026-02-08,2026-03-15T07:55:45Z,Bahçeşehir 1. Kısım
72721-2022,satilik,Başakşehir,Bahçeşehir 1. Kısım,15500000,132,122,117424.24242424243,3,1,4,2,NA,3,11,NA,NA,Combi Boiler,NA,2,Furnished,Owner-occupied,TRUE,Kelebekler Vadisi,NA,"South, West",Eligible,Condominium Title,No,2026-02-13,2026-03-15T07:55:53Z,Bahçeşehir 1. Kısım
0-46193247,satilik,Başakşehir,Başak,9150000,90,85,101666.66666666667,2,1,3,1,NA,12,15,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2,Unfurnished,Not Specified,TRUE,Misstanbul Evleri Sitesi 3. Ada,4400,NA,Eligible,Condominium Title,No,2026-03-03,2026-03-15T07:56:02Z,Başak
92710-1733,satilik,Başakşehir,Kayabaşı,5850000,85,75,68823.5294117647,2,1,3,7,NA,12,11,NA,NA,Central (Metered),NA,1,Unfurnished,Tenant-occupied,TRUE,TOKİ Kayaşehir 14. Bölge,2000,East,Eligible,Condominium Title,Yes,2026-02-17,2026-03-15T07:56:10Z,Kayabaşı
165153-22,satilik,Başakşehir,Başakşehir,10750000,145,110,74137.93103448275,2,1,3,3,NA,8,6,NA,NA,Central,NA,2,Unfurnished,Tenant-occupied,TRUE,Starpark Evleri,4200,"South, East",Eligible,Condominium Title,No,2026-02-26,2026-03-15T07:56:16Z,Başakşehir
64710-1331,satilik,Başakşehir,Başakşehir,8450000,130,110,65000,3,0,3,4,NA,5,21,Reinforced Concrete,NA,Combi Boiler,Natural Gas,1,NA,Owner-occupied,TRUE,Mimarlar Sitesi,NA,"East, West",Eligible,Condominium Title,No,2026-03-05,2026-03-15T07:56:25Z,Başakşehir
65819-1160,satilik,Başakşehir,Bahçeşehir 1. Kısım,17000000,177,137,96045.197740113,4,1,5,-1,Garden Floor,4,11,NA,NA,Combi Boiler,NA,2,Unfurnished,Owner-occupied,TRUE,Kelebekler Vadisi,NA,"South, West",Eligible,Condominium Title,No,2026-02-10,2026-03-15T07:56:32Z,Bahçeşehir 1. Kısım
165248-33,satilik,Başakşehir,Güvercintepe,3350000,90,80,37222.22222222222,2,1,3,NA,Mid Floor,5,5,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,2026-02-13,2026-03-15T07:56:50Z,Güvercintepe
145537-555,satilik,Başakşehir,Başakşehir,13800000,220,166,62727.27272727273,4,1,5,5,NA,22,8,NA,NA,Central (Metered),NA,2,Unfurnished,Owner-occupied,TRUE,Bulvar İstanbul Evleri Göl Etabı,NA,NA,Eligible,Condominium Title,No,2026-02-16,2026-03-15T07:56:58Z,Başakşehir
160612-115,satilik,Başakşehir,Bahçeşehir 1. Kısım,38500000,450,380,85555.55555555556,6,2,8,10,NA,11,6,NA,NA,Underfloor Heating,NA,4,Unfurnished,Vacant,TRUE,Bahçeşehir Konakları,NA,"South, East",Eligible,Condominium Title,No,2026-02-04,2026-03-15T07:57:05Z,Bahçeşehir 1. Kısım
146713-146,satilik,Başakşehir,Güvercintepe,6950000,180,160,38611.11111111111,4,2,6,5,NA,5,3,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Construction Easement,No,2026-03-10,2026-03-15T07:57:15Z,Güvercintepe
167147-22,satilik,Başakşehir,Bahçeşehir 2. Kısım,16500000,260,168,63461.53846153846,4,1,5,-1,Garden Floor,4,0,NA,NA,Underfloor Heating,NA,3,Unfurnished,Vacant,TRUE,Vadi Evleri 1. Etap,NA,"North, East",Not Eligible,No Title Deed,No,2026-03-05,2026-03-15T07:57:22Z,Bahçeşehir 2. Kısım
72595-3269,satilik,Başakşehir,Bahçeşehir 2. Kısım,2350000,75,60,31333.333333333332,1,1,2,NA,Mid Floor,24,6,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,1,Unfurnished,Vacant,FALSE,NA,1500,South,Eligible,Condominium Title,Yes,2026-03-07,2026-03-15T07:57:30Z,Bahçeşehir 2. Kısım
66881-953,satilik,Başakşehir,Güvercintepe,5950000,200,180,29750,4,2,6,5,NA,5,6,NA,NA,Combi Boiler,NA,2,Unfurnished,Tenant-occupied,FALSE,NA,150,"South, West",Eligible,Condominium Title,No,2026-02-13,2026-03-15T07:57:39Z,Güvercintepe
158787-43,satilik,Başakşehir,Kayabaşı,2450000,80,70,30625,2,1,3,-1,Garden Floor,4,0,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,NA,Eligible,Condominium Title,No,2026-03-03,2026-03-15T07:57:47Z,Kayabaşı
144752-329,satilik,Başakşehir,Kayabaşı,10900000,126,90,86507.93650793651,2,1,3,4,NA,8,6,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Emlak Konut Başakşehir Evleri 2. Etap,6000,NA,Not Eligible,No Title Deed,No,2026-02-16,2026-03-15T07:57:55Z,Kayabaşı
165248-29,satilik,Başakşehir,Altınşehir,3350000,85,80,39411.76470588235,3,1,4,-1,Garden Floor,4,1,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"North, South",Eligible,Condominium Title,No,2026-02-13,2026-03-15T07:58:03Z,Altınşehir
163301-61,satilik,Başakşehir,Altınşehir,2800000,70,65,40000,2,1,3,-1,Garden Floor,5,2,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,100,NA,Not Eligible,Construction Easement,No,2026-03-03,2026-03-15T07:58:11Z,Altınşehir
137450-502,satilik,Başakşehir,Bahçeşehir 2. Kısım,2240000,80,75,28000,1,1,2,0,Raised Ground,6,8,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Tenant-occupied,FALSE,NA,NA,"South, East",Eligible,Condominium Title,Yes,2026-02-13,2026-03-15T07:58:20Z,Bahçeşehir 2. Kısım
163745-32,satilik,Başakşehir,Kayabaşı,7080000,105,82,67428.57142857143,2,1,3,2,NA,4,0,NA,NA,Central (Metered),NA,1,Unfurnished,Tenant-occupied,TRUE,Kayaşehir 26. Bölge,NA,"South, East, West",Not Eligible,No Title Deed,No,2026-03-09,2026-03-15T07:58:27Z,Kayabaşı
146713-145,satilik,Başakşehir,Güvercintepe,5850000,160,135,36562.5,3,2,5,3,NA,3,6,NA,NA,Combi Boiler,NA,2,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,No,2026-03-10,2026-03-15T07:58:36Z,Güvercintepe
166006-6,satilik,Başakşehir,Bahçeşehir 2. Kısım,18750000,315,290,59523.80952380953,4,1,5,-1,Garden Floor,4,11,NA,NA,Combi Boiler,NA,2,Unfurnished,Owner-occupied,TRUE,Kuzu Spradon Teras Evleri,NA,"North, South, East, West",Eligible,Condominium Title,No,2026-02-02,2026-03-15T07:58:44Z,Bahçeşehir 2. Kısım
69864-1762,satilik,Başakşehir,Kayabaşı,5000000,69,59,72463.76811594203,2,1,3,3,NA,9,11,NA,NA,Central (Metered),NA,1,Unfurnished,Tenant-occupied,TRUE,TOKİ Kayaşehir 13. Bölge,1500,"North, West",Eligible,Condominium Title,No,2026-02-03,2026-03-15T07:58:52Z,Kayabaşı
72721-2007,satilik,Başakşehir,Bahçeşehir 1. Kısım,6750000,110,90,61363.63636363636,2,1,3,5,NA,7,21,NA,NA,Central,NA,1,Unfurnished,Owner-occupied,TRUE,Berit Evleri,NA,"South, East, West",Eligible,Condominium Title,No,2026-02-16,2026-03-15T07:59:03Z,Bahçeşehir 1. Kısım
104328-686,satilik,Başakşehir,Bahçeşehir 2. Kısım,5450000,86,70,63372.09302325582,2,1,3,15,NA,18,16,NA,NA,Central (Metered),NA,1,Unfurnished,Owner-occupied,TRUE,Spradon Quartz,5600,"South, West",Eligible,Condominium Title,No,2026-02-13,2026-03-15T07:59:12Z,Bahçeşehir 2. Kısım
92710-1729,satilik,Başakşehir,Kayabaşı,5350000,75,70,71333.33333333333,2,1,3,5,NA,11,11,NA,NA,Central (Metered),NA,1,Furnished,Tenant-occupied,TRUE,TOKİ Kayabaşı 1. Bölge,1700,East,Eligible,Condominium Title,No,2026-02-10,2026-03-15T07:59:20Z,Kayabaşı
65819-1144,satilik,Başakşehir,Bahçeşehir 1. Kısım,6200000,100,80,62000,2,1,3,7,NA,7,21,NA,NA,Central,NA,1,Unfurnished,Tenant-occupied,TRUE,Berit Evleri,NA,"North, West",Eligible,Condominium Title,No,2026-03-06,2026-03-15T07:59:29Z,Bahçeşehir 1. Kısım
32175-4116,satilik,Başakşehir,Bahçeşehir 2. Kısım,6000000,115,107,52173.913043478264,2,1,3,7,NA,28,6,NA,NA,Central (Metered),NA,2,Furnished,Vacant,TRUE,Spradon Vadi Evleri,4600,South,Eligible,Foreign Owner,No,2026-02-12,2026-03-15T07:59:37Z,Bahçeşehir 2. Kısım
32345-11342,satilik,Başakşehir,Bahçeşehir 1. Kısım,7950000,130,116,61153.846153846156,3,1,4,0,Raised Ground,13,20,Reinforced Concrete,Second-hand,Central,Natural Gas,2,Unfurnished,Vacant,FALSE,NA,NA,East,Eligible,Condominium Title,No,2026-02-13,2026-03-15T07:59:44Z,Bahçeşehir 1. Kısım
64710-1318,satilik,Başakşehir,Başak,14000000,173,125,80924.85549132948,3,1,4,2,NA,9,0,Reinforced Concrete,New,Central,Natural Gas,2,Furnished,Vacant,FALSE,NA,7800,"North, East",Eligible,Condominium Title,No,2026-03-01,2026-03-15T07:59:52Z,Başak
145985-201,satilik,Başakşehir,Kayabaşı,7350000,58,48,126724.13793103448,1,1,2,1,NA,7,6,NA,NA,Central (Metered),NA,1,Unfurnished,Vacant,TRUE,Emlak Konut Başakşehir Evleri 1. Etap 3. Kısım,NA,NA,Eligible,Foreign Owner,No,2026-03-13,2026-03-15T08:00:00Z,Kayabaşı
167147-17,satilik,Başakşehir,Bahçeşehir 2. Kısım,13400000,214,148,62616.82242990654,4,1,5,1,NA,4,0,NA,NA,Underfloor Heating,NA,2,Unfurnished,Vacant,TRUE,Vadi Evleri 1. Etap,NA,South,Not Eligible,No Title Deed,No,2026-03-05,2026-03-15T08:00:08Z,Bahçeşehir 2. Kısım
166896-21,satilik,Başakşehir,Başak,5950000,87,75,68390.80459770115,2,1,3,4,NA,11,21,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,1400,"South, West",Eligible,Condominium Title,No,2026-03-06,2026-03-15T08:00:25Z,Başak
166975-53,satilik,Başakşehir,Altınşehir,4650000,95,90,48947.36842105263,2,1,3,1,NA,4,1,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,NA,Eligible,Construction Easement,No,2026-03-07,2026-03-15T08:00:32Z,Altınşehir
692254-1183,satilik,Başakşehir,Başakşehir,13750000,150,135,91666.66666666667,4,1,5,4,NA,15,6,NA,NA,Central (Metered),NA,2,Unfurnished,Owner-occupied,TRUE,Bahçetepe İstanbul,7495,"North, West",Eligible,Condominium Title,No,2026-03-09,2026-03-15T08:00:41Z,Başakşehir
88886-530,satilik,Başakşehir,Bahçeşehir 2. Kısım,12750000,202,150,63118.81188118812,4,1,5,13,NA,20,16,NA,NA,Central (Metered),NA,2,Unfurnished,Owner-occupied,TRUE,NA,9500,East,Eligible,Condominium Title,No,2026-02-26,2026-03-15T08:00:50Z,Bahçeşehir 2. Kısım
166606-2,satilik,Başakşehir,Güvercintepe,7290000,230,180,31695.652173913044,4,2,6,4,NA,4,4,NA,NA,Combi Boiler,NA,2,Unfurnished,Owner-occupied,FALSE,NA,300,NA,Eligible,Foreign Owner,No,2026-03-07,2026-03-15T08:00:57Z,Güvercintepe
7430-2307,satilik,Başakşehir,Başakşehir,5100000,84,74,60714.28571428572,2,1,3,4,NA,9,26,NA,NA,Combi Boiler,NA,2,Unfurnished,Tenant-occupied,TRUE,Başakşehir 2. Etap,1000,"North, East",Eligible,Condominium Title,No,2026-02-15,2026-03-15T08:01:06Z,Başakşehir
144752-324,satilik,Başakşehir,Başak,14650000,194,150,75515.46391752578,4,1,5,7,NA,12,16,NA,NA,Combi Boiler,NA,2,Unfurnished,Tenant-occupied,TRUE,Misstanbul Evleri,NA,NA,Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:01:16Z,Başak
137450-476,satilik,Başakşehir,Bahçeşehir 2. Kısım,2599000,90,85,28877.777777777777,2,1,3,0,Raised Ground,6,6,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,Yes,2026-02-22,2026-03-15T08:01:24Z,Bahçeşehir 2. Kısım
163990-13,satilik,Başakşehir,Kayabaşı,20500000,202,152,101485.14851485149,4,1,5,NA,Top Floor,12,8,NA,Second-hand,Central (Metered),Natural Gas,2,Unfurnished,Vacant,TRUE,NA,NA,"South, West",Eligible,Condominium Title,No,2026-02-21,2026-03-15T08:01:32Z,Kayabaşı
133233-152,satilik,Başakşehir,Başakşehir,9850000,155,118,63548.3870967742,3,1,4,8,NA,13,6,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Vadiyaka Başakşehir,NA,NA,Eligible,Foreign Owner,No,2026-03-11,2026-03-15T08:01:40Z,Başakşehir
163745-9,satilik,Başakşehir,Kayabaşı,6100000,133,105,45864.661654135336,3,1,4,0,Entrance Floor,4,0,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Kayaşehir 26. Bölge,1600,"South, West",Not Eligible,No Title Deed,No,2026-02-23,2026-03-15T08:01:48Z,Kayabaşı
146713-144,satilik,Başakşehir,Güvercintepe,4450000,90,80,49444.444444444445,2,1,3,2,NA,5,0,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Construction Easement,No,2026-03-10,2026-03-15T08:01:56Z,Güvercintepe
160612-88,satilik,Başakşehir,Bahçeşehir 1. Kısım,11250000,130,93,86538.46153846153,2,1,3,2,NA,7,6,NA,NA,Underfloor Heating,NA,2,Unfurnished,Vacant,TRUE,Bahçeşehir Atmaca,NA,"South, East",Eligible,Condominium Title,No,2026-02-07,2026-03-15T08:02:04Z,Bahçeşehir 1. Kısım
69864-1739,satilik,Başakşehir,Kayabaşı,6100000,85,74,71764.70588235294,2,1,3,7,NA,13,11,NA,NA,Central (Metered),NA,1,Unfurnished,Owner-occupied,TRUE,TOKİ Kayaşehir 12. Bölge,1500,"South, East",Not Eligible,Condominium Title,No,2026-02-08,2026-03-15T08:02:13Z,Kayabaşı
124535-4160,satilik,Başakşehir,Güvercintepe,4400000,85,80,51764.705882352944,2,1,3,4,NA,5,0,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,"South, West",Eligible,Condominium Title,No,2026-02-10,2026-03-15T08:02:20Z,Güvercintepe
167147-12,satilik,Başakşehir,Bahçeşehir 2. Kısım,12850000,200,140,64250,3,1,4,2,NA,4,0,NA,NA,Underfloor Heating,NA,2,Unfurnished,Vacant,TRUE,Bahçekent Emlak Konutları,NA,"North, South, East, West",Not Eligible,No Title Deed,No,2026-03-10,2026-03-15T08:02:27Z,Bahçeşehir 2. Kısım
75964-2863,satilik,Başakşehir,Bahçeşehir 2. Kısım,3289000,110,90,29900,2,1,3,2,NA,6,4,NA,NA,Combi Boiler,NA,3,Unfurnished,Tenant-occupied,FALSE,NA,250,South,Eligible,Condominium Title,Yes,2026-03-12,2026-03-15T08:02:35Z,Bahçeşehir 2. Kısım
87701-3758,satilik,Başakşehir,Güvercintepe,3980000,115,105,34608.69565217391,2,1,3,3,NA,5,6,NA,NA,Combi Boiler,NA,1,Unfurnished,Tenant-occupied,FALSE,NA,100,"South, East",Eligible,Condominium Title,Yes,2026-02-13,2026-03-15T08:02:42Z,Güvercintepe
72595-3221,satilik,Başakşehir,Bahçeşehir 2. Kısım,3000000,100,90,30000,2,1,3,3,NA,5,1,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,"South, East",Eligible,Condominium Title,Yes,2026-03-10,2026-03-15T08:02:50Z,Bahçeşehir 2. Kısım
88886-527,satilik,Başakşehir,Bahçeşehir 1. Kısım,16750000,280,208,59821.42857142857,4,1,5,3,NA,12,11,NA,NA,Underfloor Heating,NA,3,Unfurnished,Tenant-occupied,TRUE,NA,7000,NA,Eligible,Condominium Title,No,2026-02-26,2026-03-15T08:02:58Z,Bahçeşehir 1. Kısım
166501-9,satilik,Başakşehir,Kayabaşı,9200000,135,105,68148.14814814815,3,1,4,NA,21 and Above,29,6,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Emlak Konut Başakşehir Evleri 1. Etap 3. Kısım,NA,NA,Not Eligible,Foreign Owner,No,2026-02-14,2026-03-15T08:03:05Z,Kayabaşı
72721-1985,satilik,Başakşehir,Bahçeşehir 1. Kısım,24750000,220,150,112500,4,1,5,-1,Garden Floor,4,16,NA,NA,Combi Boiler,NA,2,Unfurnished,Owner-occupied,TRUE,Mesa Nurol Bahçeşehir Evleri Kirazlıbahçe,NA,"South, East",Eligible,Condominium Title,No,2026-03-05,2026-03-15T08:03:13Z,Bahçeşehir 1. Kısım
146713-134,satilik,Başakşehir,Güvercintepe,4100000,115,100,35652.17391304348,3,1,4,0,Raised Ground,6,5,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,NA,NA,Eligible,Condominium Title,No,2026-03-10,2026-03-15T08:03:22Z,Güvercintepe
69864-1729,satilik,Başakşehir,Kayabaşı,18250000,166,116,109939.75903614458,3,1,4,-1,Sub-level 1,3,6,NA,NA,Underfloor Heating,NA,2,Unfurnished,Owner-occupied,TRUE,Evvel İstanbul,5324,"North, South, West",Eligible,Condominium Title,No,2026-02-03,2026-03-15T08:03:29Z,Kayabaşı
160612-81,satilik,Başakşehir,Bahçeşehir 1. Kısım,32500000,400,320,81250,5,2,7,10,NA,11,6,NA,NA,Underfloor Heating,NA,3,Unfurnished,Owner-occupied,TRUE,Bahçeşehir Konakları,NA,"South, East",Eligible,Condominium Title,No,2026-02-06,2026-03-15T08:03:38Z,Bahçeşehir 1. Kısım
160129-50,satilik,Başakşehir,Güvercintepe,4160000,130,120,32000,2,1,3,1,NA,5,2,NA,NA,Combi Boiler,NA,1,Unfurnished,Vacant,FALSE,NA,100,South,Eligible,Condominium Title,No,2026-02-13,2026-03-15T08:03:46Z,Güvercintepe
0-45742631,satilik,Başakşehir,Altınşehir,4800000,120,110,40000,2,1,3,1,NA,5,4,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1,Unfurnished,Owner-occupied,FALSE,NA,NA,West,Eligible,Condominium Title,No,2026-02-11,2026-03-15T08:03:58Z,Altınşehir
139407-765,satilik,Başakşehir,Başakşehir,6900000,51,42,135294.11764705883,1,1,2,14,NA,23,4,NA,NA,Central,NA,1,Furnished,Vacant,TRUE,Air Başakşehir Konutları,4609,NA,Not Eligible,Foreign Owner,No,2026-03-03,2026-03-15T08:04:06Z,Başakşehir
138705-59,satilik,Başakşehir,Bahçeşehir 1. Kısım,10250000,210,190,48809.52380952381,4,1,5,NA,21 and Above,30,6,NA,NA,Central (Metered),NA,2,Unfurnished,Vacant,TRUE,Vaditepe Bahçeşehir 2.Bölge,NA,"South, East",Eligible,Condominium Title,No,2026-02-02,2026-03-15T08:04:15Z,Bahçeşehir 1. Kısım
