listing_id,listing_type,district,neighbourhood,price,GrossSquareMeters,NetSquareMeters,price_per_m2,rooms,halls,total_rooms,floor,floor_category,total_floors,building_age,building_type,building_condition,heating_type,fuel_type,bathroom_count,furnished,usage_status,is_in_complex,complex_name,maintenance_fee,orientation,credit_eligible,deed_status,exchange,last_updated,scraped_at
153377-26,satilik,Gaziosmanpaşa,Merkez,8500000,220.0,200.0,38636.36363636364,3,2,5,,Penthouse,5.0,21,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,,South,Eligible,Construction Easement,No,2026-02-04,2026-03-16 03:53:21
117621-1044,satilik,Gaziosmanpaşa,Bağlarbaşı,7450000,160.0,140.0,46562.5,3,2,5,5.0,,4.0,12,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,500.0,"South, West",Eligible,Construction Easement,Yes,2026-02-24,2026-03-16 03:53:31
45672-515,satilik,Gaziosmanpaşa,Bağlarbaşı,7250000,108.0,90.0,67129.62962962964,2,1,3,7.0,,10.0,0,Reinforced Concrete,New,Central (Metered),Natural Gas,1.0,Unfurnished,Vacant,True,,,"South, East",Eligible,No Title Deed,No,2026-02-13,2026-03-16 03:53:40
166578-32,satilik,Gaziosmanpaşa,Bağlarbaşı,6800000,98.0,70.0,69387.75510204081,2,1,3,4.0,,9.0,0,,,Central (Metered),,1.0,Unfurnished,Vacant,True,Vadi Evleri 7A,,East,Eligible,No Title Deed,No,2026-02-17,2026-03-16 03:53:49
136915-1679,satilik,Gaziosmanpaşa,Barbaros Hayrettinpaşa,3600000,90.0,85.0,40000.0,2,1,3,4.0,,4.0,31,,,Combi Boiler,,2.0,Unfurnished,Tenant-occupied,False,,,South,Eligible,Construction Easement,No,2026-02-13,2026-03-16 03:53:58
139615-193,satilik,Gaziosmanpaşa,Sarıgöl,4650000,65.0,60.0,71538.46153846153,1,1,2,4.0,,11.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,2375.0,"East, West",Eligible,Condominium Title,No,2026-02-13,2026-03-16 03:54:07
100071-1162,satilik,Gaziosmanpaşa,Yeni Mahalle,5650000,180.0,175.0,31388.88888888889,4,2,6,,Top Floor,5.0,15,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,,"North, South",Eligible,Construction Easement,No,2026-02-13,2026-03-16 03:54:17
67584-102,satilik,Gaziosmanpaşa,Şemsipaşa,4250000,100.0,90.0,42500.0,2,1,3,2.0,,5.0,21,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,No,2026-02-12,2026-03-16 03:54:31
166578-18,satilik,Gaziosmanpaşa,Bağlarbaşı,9400000,145.0,105.0,64827.58620689655,3,1,4,5.0,,9.0,0,,,Central (Metered),,1.0,Unfurnished,Vacant,True,,,"North, East, West",Eligible,No Title Deed,No,2026-02-17,2026-03-16 03:54:42
136915-1677,satilik,Gaziosmanpaşa,Sarıgöl,6750000,170.0,150.0,39705.882352941175,3,2,5,3.0,,3.0,5,,,Combi Boiler,,2.0,Unfurnished,Vacant,False,,,,Eligible,Construction Easement,No,2026-02-15,2026-03-16 03:54:51
139615-162,satilik,Gaziosmanpaşa,Sarıgöl,5750000,110.0,100.0,52272.72727272727,3,1,4,0.0,Raised Ground,4.0,8,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,100.0,"North, South",Eligible,Construction Easement,No,2026-02-13,2026-03-16 03:55:00
67584-99,satilik,Gaziosmanpaşa,Sarıgöl,10700000,130.0,110.0,82307.69230769231,3,1,4,11.0,,14.0,4,,,Central (Metered),,2.0,Unfurnished,Vacant,True,Ahes Misal İstanbul,,,Eligible,Condominium Title,No,2026-02-12,2026-03-16 03:55:09
136915-1675,satilik,Gaziosmanpaşa,Yeni Mahalle,5750000,220.0,200.0,26136.363636363636,4,2,6,3.0,,3.0,21,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,,,Eligible,Construction Easement,No,2026-02-14,2026-03-16 03:55:20
100071-1010,satilik,Gaziosmanpaşa,Yeni Mahalle,4220000,170.0,150.0,24823.529411764706,3,1,4,,Top Floor,5.0,26,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,200.0,South,Not Eligible,Land Title,No,2026-02-13,2026-03-16 03:55:30
117621-1131,satilik,Gaziosmanpaşa,Bağlarbaşı,4350000,95.0,85.0,45789.47368421053,2,1,3,2.0,,4.0,26,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,"South, East",Eligible,Construction Easement,No,2026-02-17,2026-03-16 03:55:39
67584-98,satilik,Gaziosmanpaşa,Sarıgöl,8650000,114.0,88.0,75877.19298245614,2,1,3,8.0,,14.0,4,,,Central (Metered),,1.0,Unfurnished,Vacant,True,Ahes Misal İstanbul,,,Eligible,Condominium Title,No,2026-02-12,2026-03-16 03:55:47
166578-38,satilik,Gaziosmanpaşa,Yeni Mahalle,4450000,67.0,56.0,66417.9104477612,1,1,2,5.0,,14.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,True,,,,Eligible,No Title Deed,No,2026-02-17,2026-03-16 03:55:55
136915-1672,satilik,Gaziosmanpaşa,Sarıgöl,4200000,100.0,95.0,42000.0,2,1,3,3.0,,4.0,21,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,,,Eligible,Condominium Title,No,2026-02-11,2026-03-16 03:56:04
0-45676638,satilik,Gaziosmanpaşa,Karayolları,5800000,152.0,150.0,38157.89473684211,4,2,6,4.0,,5.0,27,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,,"South, East",Not Eligible,Construction Easement,No,2026-02-23,2026-03-16 03:56:13
0-42920064,satilik,Gaziosmanpaşa,Karlıtepe,9290000,240.0,230.0,38708.333333333336,4,2,6,4.0,,5.0,27,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Tenant-occupied,False,,100.0,,Eligible,Construction Easement,Yes,2026-03-15,2026-03-16 03:56:21
117621-1117,satilik,Gaziosmanpaşa,Merkez,4290000,128.0,94.0,33515.625,3,1,4,-1.0,Semi-Basement,4.0,3,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,,Unfurnished,Owner-occupied,False,,,"North, South",Eligible,Construction Easement,No,2026-02-17,2026-03-16 03:56:30
108051-2507,satilik,Gaziosmanpaşa,Merkez,3650000,110.0,100.0,33181.818181818184,2,1,3,1.0,,5.0,26,,,Combi Boiler,,2.0,Unfurnished,Tenant-occupied,False,,100.0,"North, South, East, West",Not Eligible,Shared Title,No,2026-02-05,2026-03-16 03:56:38
100071-1334,satilik,Gaziosmanpaşa,Karayolları,4250000,179.0,170.0,23743.016759776536,2,1,3,,Top Floor,5.0,20,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,150.0,"South, East",Eligible,Construction Easement,No,2026-02-13,2026-03-16 03:56:48
67584-94,satilik,Gaziosmanpaşa,Merkez,6190000,100.0,90.0,61900.0,2,1,3,3.0,,5.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,No,2026-02-08,2026-03-16 03:56:57
0-45847880,satilik,Gaziosmanpaşa,Sarıgöl,4100000,105.0,90.0,39047.619047619046,2,1,3,-1.0,Semi-Basement,5.0,14,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,100.0,"East, West",Eligible,Construction Easement,No,2026-01-01,2026-03-16 03:57:06
136915-1671,satilik,Gaziosmanpaşa,Yıldıztabya,4975000,85.0,80.0,58529.41176470588,2,1,3,1.0,,3.0,21,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,South,Eligible,Construction Easement,No,2026-02-11,2026-03-16 03:57:15
49068-2002,satilik,Gaziosmanpaşa,Bağlarbaşı,2650000,70.0,65.0,37857.142857142855,2,1,3,-2.0,Basement,4.0,6,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,100.0,East,Eligible,Condominium Title,No,2026-02-03,2026-03-16 03:57:25
67584-92,satilik,Gaziosmanpaşa,Merkez,4200000,100.0,90.0,42000.0,2,1,3,-1.0,Garden Floor,5.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,No,2026-02-08,2026-03-16 03:57:33
60707-501,satilik,Gaziosmanpaşa,Merkez,2650000,85.0,80.0,31176.470588235294,2,1,3,,Top Floor,4.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,150.0,"North, South",Eligible,Shared Title,No,2026-02-13,2026-03-16 03:57:42
136915-1401,satilik,Gaziosmanpaşa,Karlıtepe,6950000,140.0,130.0,49642.857142857145,3,1,4,1.0,,5.0,16,,,Combi Boiler,,2.0,Unfurnished,Vacant,False,,,"North, South",Eligible,Construction Easement,No,2026-02-25,2026-03-16 03:57:51
74522-2796,satilik,Gaziosmanpaşa,Hürriyet,6950000,114.0,110.0,60964.912280701756,2,1,3,1.0,,5.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Construction Easement,Yes,2026-02-13,2026-03-16 03:58:01
100071-1289,satilik,Gaziosmanpaşa,Yeni Mahalle,6235000,200.0,190.0,31175.0,4,2,6,,Top Floor,5.0,12,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,,"South, East",Eligible,Construction Easement,No,2026-02-13,2026-03-16 03:58:09
67584-91,satilik,Gaziosmanpaşa,Merkez,6099000,100.0,90.0,60990.0,2,1,3,3.0,,5.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,,Eligible,Construction Easement,No,2026-02-04,2026-03-16 03:58:19
60707-500,satilik,Gaziosmanpaşa,Sarıgöl,2650000,85.0,80.0,31176.470588235294,2,1,3,2.0,,5.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,150.0,South,Not Eligible,Shared Title,No,2026-02-13,2026-03-16 03:58:27
108051-2502,satilik,Gaziosmanpaşa,Merkez,2650000,110.0,100.0,24090.909090909092,2,1,3,0.0,Raised Ground,5.0,26,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,100.0,"North, South, East, West",Not Eligible,Shared Title,No,2026-02-05,2026-03-16 03:58:37
162976-25,satilik,Gaziosmanpaşa,Fevzi Çakmak,3120000,130.0,110.0,24000.0,2,1,3,,Top Floor,5.0,28,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,"South, West",Not Eligible,Land Title,No,2026-03-02,2026-03-16 03:58:45
124094-2477,satilik,Gaziosmanpaşa,Karayolları,6245000,95.0,85.0,65736.84210526316,2,1,3,8.0,,9.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,South,Eligible,Condominium Title,Yes,2026-02-13,2026-03-16 03:58:55
59797-1243,satilik,Gaziosmanpaşa,Merkez,4450000,85.0,80.0,52352.94117647059,2,1,3,2.0,,5.0,12,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,250.0,"South, East",Eligible,Construction Easement,,2026-02-13,2026-03-16 03:59:02
67584-88,satilik,Gaziosmanpaşa,Bağlarbaşı,3800000,100.0,90.0,38000.0,2,1,3,0.0,Raised Ground,5.0,16,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,No,2026-02-13,2026-03-16 03:59:12
103802-1882,satilik,Gaziosmanpaşa,Karadeniz,2200000,110.0,90.0,20000.0,2,1,3,0.0,Entrance Floor,5.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"South, East",Not Eligible,Land Title,No,2026-03-11,2026-03-16 03:59:20
153377-117,satilik,Gaziosmanpaşa,Şemsipaşa,3850000,75.0,60.0,51333.333333333336,1,1,2,0.0,Raised Ground,5.0,0,,,Underfloor Heating,,1.0,Unfurnished,Vacant,False,,,South,Eligible,Construction Easement,No,2026-03-13,2026-03-16 03:59:30
40658-22236,satilik,Gaziosmanpaşa,Karlıtepe,4750000,95.0,80.0,50000.0,2,1,3,-1.0,Garden Floor,4.0,11,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,South,Eligible,Construction Easement,No,2026-03-15,2026-03-16 03:59:44
100071-1047,satilik,Gaziosmanpaşa,Yeni Mahalle,4495000,120.0,110.0,37458.333333333336,3,1,4,,Mid Floor,5.0,12,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,"South, East",Eligible,Construction Easement,No,2026-03-08,2026-03-16 03:59:53
67584-72,satilik,Gaziosmanpaşa,Merkez,5950000,138.0,128.0,43115.942028985504,3,1,4,2.0,,5.0,11,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,,Eligible,Condominium Title,No,2026-02-11,2026-03-16 04:00:03
8699-1377,satilik,Gaziosmanpaşa,Yıldıztabya,9500000,120.0,110.0,79166.66666666667,3,1,4,1.0,,5.0,11,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,700.0,"East, West",Eligible,Condominium Title,No,2026-02-26,2026-03-16 04:00:13
106840-473,satilik,Gaziosmanpaşa,Merkez,6700000,180.0,170.0,37222.22222222222,4,1,5,4.0,,4.0,26,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,,Eligible,Construction Easement,No,2026-02-02,2026-03-16 04:00:23
67584-71,satilik,Gaziosmanpaşa,Bağlarbaşı,5750000,115.0,100.0,50000.0,3,1,4,0.0,Raised Ground,5.0,0,,,Underfloor Heating,,1.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,No,2026-02-11,2026-03-16 04:00:32
117621-1132,satilik,Gaziosmanpaşa,Karayolları,11000000,240.0,230.0,45833.333333333336,5,2,7,3.0,,1.0,14,,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,,,Eligible,Condominium Title,,2026-02-13,2026-03-16 04:00:41
45672-539,satilik,Gaziosmanpaşa,Bağlarbaşı,3250000,105.0,90.0,30952.380952380954,3,1,4,0.0,Raised Ground,5.0,22,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,"South, East, West",Eligible,Condominium Title,No,2026-03-12,2026-03-16 04:00:49
139615-79,satilik,Gaziosmanpaşa,Karlıtepe,11250000,150.0,140.0,75000.0,3,1,4,,Top Floor,3.0,3,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,150.0,"North, South",Eligible,Condominium Title,No,2026-02-13,2026-03-16 04:01:00
100071-1371,satilik,Gaziosmanpaşa,Fevzi Çakmak,4230000,135.0,125.0,31333.333333333332,3,1,4,,Mid Floor,5.0,23,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,True,,,"North, South, East",Eligible,Construction Easement,No,2026-02-13,2026-03-16 04:01:09
67584-66,satilik,Gaziosmanpaşa,Bağlarbaşı,4350000,100.0,90.0,43500.0,2,1,3,1.0,,5.0,16,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,,Eligible,Condominium Title,No,2026-02-13,2026-03-16 04:01:17
117621-1115,satilik,Gaziosmanpaşa,Barbaros Hayrettinpaşa,6700000,180.0,150.0,37222.22222222222,4,1,5,5.0,,5.0,0,Reinforced Concrete,,Combi Boiler,Natural Gas,2.0,,Owner-occupied,False,,,"North, South, East, West",Eligible,Condominium Title,Yes,2026-02-14,2026-03-16 04:01:28
100071-1388,satilik,Gaziosmanpaşa,Karayolları,2600000,95.0,85.0,27368.42105263158,2,1,3,-2.0,Sub-level 2,8.0,20,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,"South, East",Eligible,Shared Title,No,2026-03-12,2026-03-16 04:01:37
106840-523,satilik,Gaziosmanpaşa,Merkez,4700000,105.0,95.0,44761.90476190476,2,1,3,1.0,,5.0,16,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,,,Eligible,Construction Easement,No,2026-02-12,2026-03-16 04:01:46
45672-543,satilik,Gaziosmanpaşa,Bağlarbaşı,7200000,115.0,95.0,62608.69565217391,3,1,4,6.0,,10.0,0,Reinforced Concrete,New,Central (Metered),Natural Gas,1.0,Unfurnished,Vacant,True,,,"North, South, East, West",Eligible,No Title Deed,No,2026-02-13,2026-03-16 04:01:55
67584-63,satilik,Gaziosmanpaşa,Merkez,6250000,200.0,180.0,31250.0,3,2,5,,Penthouse,5.0,16,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,,,Eligible,Condominium Title,No,2026-02-13,2026-03-16 04:02:04
117621-1058,satilik,Gaziosmanpaşa,Hürriyet,9500000,220.0,210.0,43181.818181818184,3,1,4,,Penthouse,5.0,20,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,South,Eligible,Construction Easement,No,2026-02-13,2026-03-16 04:02:14
59797-1253,satilik,Gaziosmanpaşa,Merkez,7150000,200.0,170.0,35750.0,2,2,4,,Top Floor,5.0,25,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,200.0,"South, West",Eligible,Construction Easement,No,2026-02-13,2026-03-16 04:02:23
107623-768,satilik,Gaziosmanpaşa,Merkez,8750000,135.0,122.0,64814.81481481482,3,1,4,1.0,,4.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,1.0,,Eligible,Condominium Title,No,2026-02-13,2026-03-16 04:02:33
113746-451,satilik,Gaziosmanpaşa,Barbaros Hayrettinpaşa,4400000,90.0,80.0,48888.88888888889,2,1,3,,Mid Floor,5.0,13,,,Floor Radiator,,1.0,,,False,,,,Eligible,Construction Easement,,2026-02-13,2026-03-16 04:02:49
67584-62,satilik,Gaziosmanpaşa,Şemsipaşa,5500000,190.0,180.0,28947.36842105263,4,2,6,5.0,,5.0,26,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,,Eligible,Condominium Title,No,2026-02-13,2026-03-16 04:02:57
67584-61,satilik,Gaziosmanpaşa,Bağlarbaşı,2800000,120.0,110.0,23333.333333333332,3,1,4,4.0,,4.0,21,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,,,Not Eligible,Shared Title,No,2026-02-13,2026-03-16 04:03:15
49068-1996,satilik,Gaziosmanpaşa,Bağlarbaşı,3500000,90.0,85.0,38888.88888888889,2,1,3,1.0,,4.0,26,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,200.0,"South, West",Eligible,Construction Easement,No,2026-02-13,2026-03-16 04:03:24
49009-1554,satilik,Gaziosmanpaşa,Yeni Mahalle,6800000,365.0,185.0,18630.13698630137,4,1,5,5.0,,5.0,9,,Second-hand,Combi Boiler,Natural Gas,2.0,,Tenant-occupied,False,,150.0,,Eligible,Condominium Title,,2026-02-13,2026-03-16 04:03:33
45672-546,satilik,Gaziosmanpaşa,Bağlarbaşı,7650000,100.0,90.0,76500.0,2,1,3,4.0,,12.0,0,,,Central (Metered),,1.0,Unfurnished,Vacant,True,,,"North, South, East, West",Eligible,Condominium Title,No,2026-03-12,2026-03-16 04:03:43
67584-93,satilik,Gaziosmanpaşa,Merkez,3900000,70.0,60.0,55714.28571428572,1,1,2,0.0,Raised Ground,5.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,No,2026-02-08,2026-03-16 04:03:51
117621-1121,satilik,Gaziosmanpaşa,Bağlarbaşı,7975000,160.0,139.0,49843.75,4,0,4,5.0,,7.0,6,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,South,Eligible,Construction Easement,No,2026-02-24,2026-03-16 04:04:02
111128-1846,satilik,Gaziosmanpaşa,Karadeniz,9000000,124.0,80.0,72580.64516129032,2,1,3,10.0,,24.0,9,,,Central (Metered),,1.0,Unfurnished,Vacant,True,Via Port Venezia Konutları,,,Eligible,Condominium Title,No,2026-02-13,2026-03-16 04:04:13
103802-1751,satilik,Gaziosmanpaşa,Kazım Karabekir,3250000,100.0,90.0,32500.0,2,1,3,,Mid Floor,5.0,26,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"South, East",Eligible,Construction Easement,Yes,2026-02-13,2026-03-16 04:04:22
111128-1845,satilik,Gaziosmanpaşa,Karadeniz,6100000,75.0,58.0,81333.33333333333,1,1,2,5.0,,23.0,9,,,Central (Metered),,1.0,Unfurnished,Vacant,True,Venezia Mega Konutları,,,Eligible,Condominium Title,No,2026-02-13,2026-03-16 04:04:31
117621-1142,satilik,Gaziosmanpaşa,Yıldıztabya,2500000,90.0,85.0,27777.777777777777,2,1,3,-1.0,Garden Floor,5.0,26,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,"North, East",Eligible,Construction Easement,Yes,2026-02-05,2026-03-16 04:04:47
111128-1842,satilik,Gaziosmanpaşa,Karadeniz,6100000,75.0,56.0,81333.33333333333,1,1,2,6.0,,23.0,9,,,Central (Metered),,1.0,Unfurnished,Vacant,True,Via Port Venezia Konutları,,,Eligible,Condominium Title,,2026-02-13,2026-03-16 04:04:57
100071-968,satilik,Gaziosmanpaşa,Yeni Mahalle,6500000,270.0,250.0,24074.074074074073,6,2,8,,Top Floor,5.0,15,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Tenant-occupied,False,,150.0,East,Eligible,Construction Easement,No,2026-02-13,2026-03-16 04:05:09
111128-1832,satilik,Gaziosmanpaşa,Karadeniz,14000000,187.0,98.0,74866.3101604278,3,1,4,5.0,,23.0,9,,,Central (Metered),,3.0,Unfurnished,Vacant,True,Via Port Venezia Konutları,,,Eligible,Condominium Title,,2026-02-13,2026-03-16 04:05:22
117621-1107,satilik,Gaziosmanpaşa,Karadeniz,7000000,95.0,85.0,73684.21052631579,3,1,4,3.0,,6.0,15,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,South,Eligible,Construction Easement,No,2026-02-13,2026-03-16 04:05:34
45672-597,satilik,Gaziosmanpaşa,Hürriyet,3450000,120.0,110.0,28750.0,3,1,4,4.0,,4.0,31,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,,Eligible,Construction Easement,Yes,2026-02-17,2026-03-16 04:05:42
111128-1822,satilik,Gaziosmanpaşa,Karadeniz,11920000,193.0,127.0,61761.65803108808,3,1,4,6.0,,22.0,9,,,Central (Metered),,2.0,Furnished,Vacant,True,Venezia Mega Konutları,,,Not Eligible,Condominium Title,,2026-02-13,2026-03-16 04:05:52
59797-1222,satilik,Gaziosmanpaşa,Sarıgöl,4000000,96.0,88.0,41666.666666666664,2,1,3,5.0,,5.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,100.0,South,Not Eligible,Shared Title,Yes,2026-02-13,2026-03-16 04:06:02
45672-585,satilik,Gaziosmanpaşa,Merkez,4750000,100.0,90.0,47500.0,2,1,3,1.0,,5.0,6,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,,Eligible,Foreign Owner,Yes,2026-03-12,2026-03-16 04:06:14
49068-2092,satilik,Gaziosmanpaşa,Sarıgöl,7550000,170.0,160.0,44411.76470588235,3,1,4,3.0,,3.0,11,,,Combi Boiler,,2.0,Unfurnished,Tenant-occupied,False,,,South,Eligible,Condominium Title,Yes,2026-02-13,2026-03-16 04:06:25
111128-1819,satilik,Gaziosmanpaşa,Karadeniz,14375000,187.0,98.0,76871.6577540107,3,1,4,13.0,,23.0,9,,,Central (Metered),,2.0,Furnished,Vacant,False,,,,Not Eligible,Condominium Title,No,2026-02-13,2026-03-16 04:06:38
100071-1412,satilik,Gaziosmanpaşa,Yeni Mahalle,2450000,85.0,80.0,28823.529411764706,2,1,3,-1.0,Garden Floor,5.0,12,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,"South, East",Eligible,Construction Easement,,2026-02-13,2026-03-16 04:06:48
136915-1245,satilik,Gaziosmanpaşa,Yeni Mahalle,4750000,90.0,85.0,52777.77777777778,2,1,3,2.0,,3.0,16,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,,"North, South",Not Eligible,Construction Easement,No,2026-02-13,2026-03-16 04:06:57
45672-581,satilik,Gaziosmanpaşa,Fevzi Çakmak,3850000,180.0,160.0,21388.88888888889,3,2,5,5.0,,5.0,31,,,Combi Boiler,,2.0,Unfurnished,Tenant-occupied,False,,,,Eligible,Construction Easement,Yes,2026-02-13,2026-03-16 04:07:06
111128-1811,satilik,Gaziosmanpaşa,Karadeniz,10150000,130.0,90.0,78076.92307692308,2,1,3,12.0,,24.0,9,,,Central (Metered),,2.0,,Tenant-occupied,True,Via Port Venezia Konutları,,,Eligible,Construction Easement,No,2026-02-13,2026-03-16 04:07:16
45672-580,satilik,Gaziosmanpaşa,Hürriyet,4990000,110.0,100.0,45363.63636363636,3,1,4,0.0,Raised Ground,5.0,11,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,,,Eligible,Condominium Title,Yes,2026-02-13,2026-03-16 04:07:27
49068-2029,satilik,Gaziosmanpaşa,Merkez,4900000,85.0,80.0,57647.05882352941,2,1,3,2.0,,3.0,5,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,No,2026-02-13,2026-03-16 04:07:36
45672-573,satilik,Gaziosmanpaşa,Merkez,2530000,100.0,90.0,25300.0,2,1,3,0.0,Entrance Floor,5.0,31,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,,Eligible,Construction Easement,No,2026-02-13,2026-03-16 04:07:46
111128-1840,satilik,Gaziosmanpaşa,Karadeniz,9000000,124.0,80.0,72580.64516129032,2,1,3,10.0,,23.0,10,,,Central (Metered),,1.0,,Vacant,True,Venezia Mega Konutları,,,Eligible,Condominium Title,Yes,2026-02-13,2026-03-16 04:07:55
45672-572,satilik,Gaziosmanpaşa,Hürriyet,6850000,90.0,80.0,76111.11111111111,2,1,3,0.0,Raised Ground,5.0,0,,,Underfloor Heating,,1.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,Yes,2026-02-13,2026-03-16 04:08:04
45672-571,satilik,Gaziosmanpaşa,Hürriyet,11250000,200.0,170.0,56250.0,4,2,6,5.0,,5.0,0,,,Underfloor Heating,,2.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,Yes,2026-02-13,2026-03-16 04:08:14
45672-553,satilik,Gaziosmanpaşa,Şemsipaşa,4450000,80.0,70.0,55625.0,2,1,3,0.0,Entrance Floor,5.0,6,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,Yes,2026-02-13,2026-03-16 04:08:23
