listing_id,listing_type,district,neighbourhood,price,GrossSquareMeters,NetSquareMeters,price_per_m2,rooms,halls,total_rooms,floor,floor_category,total_floors,building_age,building_type,building_condition,heating_type,fuel_type,bathroom_count,furnished,usage_status,is_in_complex,complex_name,maintenance_fee,orientation,credit_eligible,deed_status,exchange,last_updated,scraped_at
0-42832008,satilik,Gaziosmanpaşa,Fevzi Çakmak,6950000,95.0,85.0,73157.8947368421,2,1,3,15.0,,20.0,9,Reinforced Concrete,New,Central (Metered),Natural Gas,1.0,Unfurnished,Owner-occupied,True,"Essenora Rezidans Sitesi (İstanbul, Gaziosmanpaşa, Fevzi Çakmak)",,,Eligible,Construction Easement,,2026-02-06,2026-03-16 04:08:32
45672-552,satilik,Gaziosmanpaşa,Şemsipaşa,7300000,100.0,90.0,73000.0,2,1,3,1.0,,5.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,Yes,2026-02-13,2026-03-16 04:08:42
152012-106,satilik,Gaziosmanpaşa,Yeni Mahalle,5250000,95.0,80.0,55263.15789473684,2,1,3,1.0,,5.0,6,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,200.0,,Eligible,Condominium Title,No,2026-02-13,2026-03-16 04:08:51
40658-22227,satilik,Gaziosmanpaşa,Karadeniz,4250000,97.0,75.0,43814.43298969072,3,1,4,-1.0,Garden Floor,4.0,5,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,,Eligible,Construction Easement,No,2026-02-09,2026-03-16 04:08:58
113746-501,satilik,Gaziosmanpaşa,Barbaros Hayrettinpaşa,1999000,70.0,65.0,28557.14285714286,2,0,2,0.0,Raised Ground,5.0,32,,,Stove,,1.0,,,False,,,,Eligible,Construction Easement,,2026-02-13,2026-03-16 04:09:06
45672-574,satilik,Gaziosmanpaşa,Hürriyet,4750000,80.0,70.0,59375.0,2,1,3,2.0,,5.0,6,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,,Eligible,Condominium Title,Yes,2026-02-13,2026-03-16 04:09:16
117621-1081,satilik,Gaziosmanpaşa,Hürriyet,12000000,160.0,155.0,75000.0,3,2,5,5.0,,5.0,14,,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,,,Eligible,Construction Easement,,2026-03-07,2026-03-16 04:09:26
100071-1259,satilik,Gaziosmanpaşa,Karayolları,3250000,165.0,150.0,19696.969696969696,4,2,6,,Terrace Floor,5.0,20,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,,,Eligible,Construction Easement,No,2026-02-13,2026-03-16 04:09:35
45672-601,satilik,Gaziosmanpaşa,Hürriyet,7150000,250.0,220.0,28600.0,4,2,6,5.0,,5.0,11,,,Combi Boiler,,2.0,,Vacant,False,,,,Eligible,Construction Easement,Yes,2026-02-17,2026-03-16 04:09:45
67584-40,satilik,Gaziosmanpaşa,Şemsipaşa,4000000,110.0,100.0,36363.63636363636,2,1,3,2.0,,5.0,21,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,No,2026-02-13,2026-03-16 04:09:54
40658-22130,satilik,Gaziosmanpaşa,Merkez,7400000,135.0,120.0,54814.81481481482,3,1,4,0.0,Entrance Floor,5.0,11,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,,Not Eligible,Condominium Title,No,2026-02-21,2026-03-16 04:10:09
45672-600,satilik,Gaziosmanpaşa,Hürriyet,3650000,120.0,112.0,30416.666666666668,3,0,3,4.0,,4.0,44,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,,Eligible,Construction Easement,Yes,2026-02-13,2026-03-16 04:10:18
117621-1084,satilik,Gaziosmanpaşa,Yeni Mahalle,2550000,91.0,80.0,28021.978021978022,2,1,3,4.0,,4.0,33,,,Combi Boiler,Natural Gas,1.0,,Tenant-occupied,False,,,,Eligible,Condominium Title,,2026-02-23,2026-03-16 04:10:26
136915-1662,satilik,Gaziosmanpaşa,Karayolları,18500000,137.0,126.0,135036.49635036496,3,1,4,13.0,,15.0,16,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,True,Avrupa Konutları Tem 1 Sitesi,4000.0,"North, South, East",Not Eligible,Condominium Title,No,2026-02-13,2026-03-16 04:10:37
45672-576,satilik,Gaziosmanpaşa,Yeni Mahalle,5250000,150.0,130.0,35000.0,2,2,4,-2.0,Basement,5.0,3,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,,,Eligible,Construction Easement,No,2026-02-13,2026-03-16 04:10:46
45672-547,satilik,Gaziosmanpaşa,Bağlarbaşı,2550000,95.0,85.0,26842.105263157893,2,1,3,-1.0,Garden Floor,5.0,6,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,,Eligible,Condominium Title,No,2026-03-12,2026-03-16 04:11:03
45672-528,satilik,Gaziosmanpaşa,Bağlarbaşı,7200000,100.0,85.0,72000.0,2,1,3,2.0,,10.0,0,,,Central (Metered),,1.0,Unfurnished,Vacant,True,,,,Not Eligible,No Title Deed,No,2026-02-13,2026-03-16 04:11:13
136915-1647,satilik,Gaziosmanpaşa,Karayolları,5500000,95.0,90.0,57894.73684210526,2,1,3,,Mid Floor,4.0,18,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Owner-occupied,False,,200.0,"North, East",Eligible,Construction Easement,No,2026-02-13,2026-03-16 04:11:22
40658-22108,satilik,Gaziosmanpaşa,Barbaros Hayrettinpaşa,6690000,155.0,140.0,43161.290322580644,3,1,4,2.0,,4.0,16,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,South,Eligible,Construction Easement,No,2026-02-02,2026-03-16 04:11:31
100071-1400,satilik,Gaziosmanpaşa,Yeni Mahalle,3630000,110.0,100.0,33000.0,2,1,3,,Top Floor,5.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Furnished,Tenant-occupied,True,,,"South, East",Eligible,Condominium Title,No,2026-02-13,2026-03-16 04:11:39
136915-1089,satilik,Gaziosmanpaşa,Yıldıztabya,3375000,125.0,110.0,27000.0,3,1,4,0.0,Raised Ground,3.0,15,Steel,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"North, East, West",Eligible,Construction Easement,Yes,2026-02-27,2026-03-16 04:11:48
45672-544,satilik,Gaziosmanpaşa,Bağlarbaşı,8450000,130.0,105.0,65000.0,3,1,4,7.0,,10.0,0,,,Central (Metered),,1.0,Unfurnished,Vacant,True,Vadi Evleri 7A,,,Not Eligible,No Title Deed,No,2026-03-12,2026-03-16 04:11:57
45672-565,satilik,Gaziosmanpaşa,Bağlarbaşı,7050000,106.0,80.0,66509.43396226416,2,1,3,2.0,,5.0,1,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,,Eligible,Construction Easement,No,2026-03-12,2026-03-16 04:12:15
40658-22020,satilik,Gaziosmanpaşa,Mevlana,5500000,180.0,150.0,30555.555555555555,3,1,4,3.0,,4.0,11,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,,"North, South",Eligible,Condominium Title,No,2026-02-04,2026-03-16 04:12:24
45672-545,satilik,Gaziosmanpaşa,Bağlarbaşı,4500000,80.0,65.0,56250.0,1,1,2,4.0,,10.0,0,,,Central (Metered),,1.0,Unfurnished,Vacant,True,Vadi Evleri 7A,,,Not Eligible,No Title Deed,No,2026-02-13,2026-03-16 04:12:32
45672-598,satilik,Gaziosmanpaşa,Bağlarbaşı,6250000,92.0,75.0,67934.78260869565,2,1,3,0.0,Ground Floor,10.0,0,,,Central (Metered),,1.0,Unfurnished,Vacant,True,Vadi Evleri 7A,,,Eligible,No Title Deed,No,2026-02-13,2026-03-16 04:12:43
45672-592,satilik,Gaziosmanpaşa,Bağlarbaşı,6250000,90.0,77.0,69444.44444444444,2,1,3,5.0,,10.0,0,Reinforced Concrete,New,Central (Metered),Natural Gas,1.0,Unfurnished,Vacant,True,,,,Eligible,No Title Deed,,2026-02-13,2026-03-16 04:12:51
45672-591,satilik,Gaziosmanpaşa,Bağlarbaşı,6500000,90.0,77.0,72222.22222222222,2,1,3,5.0,,10.0,0,Reinforced Concrete,New,Central (Metered),Natural Gas,1.0,Unfurnished,Vacant,True,,,,Eligible,No Title Deed,No,2026-02-13,2026-03-16 04:13:00
156410-72,satilik,Güngören,Merkez,6350000,105.0,90.0,60476.19047619047,2,1,3,1.0,,5.0,6,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,,"North, South",Eligible,Construction Easement,No,2026-03-05,2026-03-16 04:13:09
156410-80,satilik,Güngören,Merkez,3750000,95.0,90.0,39473.68421052631,2,1,3,1.0,,5.0,31,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,,Eligible,Construction Easement,No,2026-03-12,2026-03-16 04:13:18
156410-74,satilik,Güngören,Merkez,4450000,85.0,75.0,52352.94117647059,2,1,3,2.0,,5.0,16,,,Combi Boiler,,1.0,Unfurnished,Owner-occupied,False,,,,Eligible,Construction Easement,No,2026-03-06,2026-03-16 04:13:27
85708-3741,satilik,Güngören,Gençosman,10350000,140.0,130.0,73928.57142857143,3,1,4,2.0,,3.0,4,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,,Unfurnished,Vacant,False,,350.0,"North, South",Eligible,Construction Easement,No,2026-03-14,2026-03-16 04:13:37
6428-6110,satilik,Güngören,Haznedar,7400000,95.0,85.0,77894.73684210527,2,1,3,1.0,,4.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,South,Eligible,Condominium Title,No,2026-03-14,2026-03-16 04:13:46
140491-257,satilik,Güngören,Merkez,5150000,125.0,120.0,41200.0,3,1,4,-2.0,Sub-level 2,3.0,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,"South, East",Eligible,Construction Easement,Yes,2026-03-15,2026-03-16 04:13:54
138425-114,satilik,Güngören,Akıncılar,8500000,200.0,180.0,42500.0,4,1,5,4.0,,4.0,21,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,,"North, South, East, West",Eligible,Construction Easement,No,2026-03-14,2026-03-16 04:14:02
145630-209,satilik,Güngören,Mehmet Nesih Özmen,15450000,135.0,125.0,114444.44444444444,3,1,4,3.0,,5.0,0,Reinforced Concrete,New,Underfloor Heating,Natural Gas,2.0,Unfurnished,Vacant,False,,1.0,South,Eligible,Condominium Title,No,2026-03-10,2026-03-16 04:14:10
114218-3220,satilik,Güngören,Mareşal Çakmak,4850000,152.0,135.0,31907.894736842107,3,1,4,5.0,,5.0,26,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,South,Not Eligible,Land Title,No,2026-03-09,2026-03-16 04:14:25
87282-2083,satilik,Güngören,Güneştepe,5500000,95.0,85.0,57894.73684210526,2,1,3,0.0,Raised Ground,4.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,East,Eligible,Construction Easement,No,2026-03-10,2026-03-16 04:14:35
138425-110,satilik,Güngören,Haznedar,6700000,75.0,70.0,89333.33333333333,2,1,3,2.0,,6.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,"North, South, East, West",Eligible,Condominium Title,No,2026-03-14,2026-03-16 04:14:43
140491-247,satilik,Güngören,Haznedar,6000000,115.0,100.0,52173.913043478264,3,1,4,-1.0,Sub-level 1,6.0,23,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,South,Eligible,Construction Easement,Yes,2026-03-08,2026-03-16 04:14:52
87282-2075,satilik,Güngören,Mareşal Çakmak,2500000,90.0,85.0,27777.777777777777,2,1,3,1.0,,6.0,40,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,South,Not Eligible,Shared Title,No,2026-03-09,2026-03-16 04:14:59
85708-3790,satilik,Güngören,Sanayi,2925000,110.0,100.0,26590.909090909092,2,1,3,5.0,,6.0,33,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,"South, East",Not Eligible,Land Title,No,2026-03-11,2026-03-16 04:15:08
85708-3789,satilik,Güngören,Mareşal Çakmak,2850000,120.0,110.0,23750.0,3,1,4,5.0,,4.0,33,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,"North, South",Not Eligible,Land Title,No,2026-03-09,2026-03-16 04:15:17
60623-611,satilik,Güngören,Akıncılar,4350000,105.0,95.0,41428.57142857143,3,1,4,1.0,,5.0,29,Reinforced Concrete,,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,200.0,South,Eligible,Construction Easement,Yes,2026-03-12,2026-03-16 04:15:25
85708-3782,satilik,Güngören,Sanayi,3450000,110.0,90.0,31363.636363636364,3,1,4,4.0,,4.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Vacant,False,,,"South, East",Eligible,Condominium Title,No,2026-03-13,2026-03-16 04:15:34
87282-2105,satilik,Güngören,Güneştepe,3490000,75.0,70.0,46533.333333333336,2,1,3,-1.0,Garden Floor,3.0,12,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,,East,Eligible,Construction Easement,No,2026-03-09,2026-03-16 04:15:43
85970-208,satilik,Güngören,Güneştepe,2350000,100.0,90.0,23500.0,2,1,3,0.0,Raised Ground,5.0,28,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,200.0,"South, East",Not Eligible,Land Title,No,2026-03-12,2026-03-16 04:15:52
6872-1587,satilik,Güngören,Abdurrahman Nafiz Gürman,5750000,105.0,92.0,54761.90476190476,2,1,3,1.0,,3.0,35,,,Combi Boiler,,1.0,,Tenant-occupied,False,,,West,Eligible,Condominium Title,No,2026-03-09,2026-03-16 04:15:59
145446-794,satilik,Güngören,Tozkoparan,9000000,104.0,80.0,86538.46153846153,2,1,3,1.0,,8.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,True,Yeni Tozkoparan Konutları 3 Sitesi,,"North, South, East, West",Eligible,No Title Deed,No,2026-03-11,2026-03-16 04:16:08
103274-1505,satilik,Güngören,Mareşal Çakmak,3000000,45.0,40.0,66666.66666666667,1,1,2,-1.0,Garden Floor,5.0,2,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,,South,Eligible,Condominium Title,No,2026-03-02,2026-03-16 04:16:18
159000-59,satilik,Güngören,Tozkoparan,9250000,104.0,80.0,88942.30769230769,2,1,3,-1.0,Garden Floor,8.0,0,,,Central (Metered),,1.0,Unfurnished,Owner-occupied,True,Yeni Tozkoparan Konutları,3415.0,"North, South, East, West",Eligible,No Title Deed,No,2026-03-01,2026-03-16 04:16:27
56779-65,satilik,Güngören,Merkez,6950000,115.0,105.0,60434.782608695656,3,1,4,1.0,,6.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,1.0,"South, East",Not Eligible,Condominium Title,No,2026-03-01,2026-03-16 04:16:36
156410-75,satilik,Güngören,Güneştepe,6300000,90.0,70.0,70000.0,2,1,3,0.0,Entrance Floor,7.0,6,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,True,,,North,Eligible,Condominium Title,No,2026-03-05,2026-03-16 04:16:45
165633-7,satilik,Güngören,Güven,10950000,200.0,180.0,54750.0,5,2,7,3.0,,3.0,11,,,Combi Boiler,,2.0,Unfurnished,Vacant,False,,,"North, East, West",Eligible,Condominium Title,No,2026-03-11,2026-03-16 04:16:54
146752-202,satilik,Güngören,Sanayi,3450000,120.0,110.0,28750.0,3,1,4,4.0,,5.0,25,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,"North, South",Eligible,Construction Easement,No,2026-02-14,2026-03-16 04:17:02
44825-5371,satilik,Güngören,Abdurrahman Nafiz Gürman,6650000,95.0,85.0,70000.0,2,1,3,3.0,,4.0,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,"South, East",Not Eligible,Condominium Title,No,2026-02-20,2026-03-16 04:17:11
6428-6106,satilik,Güngören,Haznedar,5150000,70.0,60.0,73571.42857142857,2,1,3,-1.0,Garden Floor,4.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,South,Eligible,Condominium Title,No,2026-03-12,2026-03-16 04:17:19
159000-55,satilik,Güngören,Tozkoparan,10650000,104.0,80.0,102403.84615384616,2,1,3,7.0,,8.0,0,,,Central (Metered),,1.0,Unfurnished,Owner-occupied,False,,3415.0,"North, South, East, West",Eligible,No Title Deed,No,2026-03-01,2026-03-16 04:17:27
146752-189,satilik,Güngören,Mareşal Çakmak,9500000,160.0,150.0,59375.0,3,2,5,4.0,,4.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,3.0,Unfurnished,Vacant,False,,,"South, West",Eligible,Condominium Title,No,2026-02-14,2026-03-16 04:17:36
112667-263,satilik,Güngören,Tozkoparan,12950000,122.0,95.0,106147.54098360655,2,1,3,4.0,,7.0,0,Reinforced Concrete,New,Central (Metered),Natural Gas,2.0,Unfurnished,Tenant-occupied,False,,3800.0,"North, East, West",Eligible,No Title Deed,No,2026-02-27,2026-03-16 04:17:45
156410-68,satilik,Güngören,Güneştepe,2650000,65.0,55.0,40769.230769230766,1,1,2,-1.0,Garden Floor,3.0,16,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,,,Eligible,Condominium Title,No,2026-03-09,2026-03-16 04:17:53
159000-54,satilik,Güngören,Tozkoparan,9000000,104.0,80.0,86538.46153846153,2,1,3,1.0,,8.0,0,,,Central (Metered),,1.0,Unfurnished,Tenant-occupied,True,Yeni Tozkoparan Konutları,3495.0,South,Eligible,No Title Deed,No,2026-02-18,2026-03-16 04:18:00
140491-258,satilik,Güngören,Güven,5150000,70.0,60.0,73571.42857142857,2,1,3,-1.0,Garden Floor,5.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,,"South, East",Eligible,Condominium Title,No,2026-02-26,2026-03-16 04:18:10
103274-1409,satilik,Güngören,Sanayi,3450000,110.0,90.0,31363.636363636364,3,1,4,4.0,,4.0,31,,,Combi Boiler,,2.0,Unfurnished,Vacant,False,,100.0,South,Eligible,Condominium Title,No,2026-02-27,2026-03-16 04:18:19
1739-6768,satilik,Güngören,Akıncılar,4650000,120.0,110.0,38750.0,3,1,4,3.0,,5.0,32,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,300.0,South,Eligible,Construction Easement,No,2026-02-26,2026-03-16 04:18:27
60623-609,satilik,Güngören,Haznedar,4300000,110.0,90.0,39090.90909090909,2,1,3,4.0,,5.0,36,Reinforced Concrete,,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,300.0,South,Eligible,Condominium Title,,2026-03-05,2026-03-16 04:18:37
112667-265,satilik,Güngören,Tozkoparan,9500000,122.0,95.0,77868.85245901639,2,1,3,-1.0,Garden Floor,7.0,0,Reinforced Concrete,New,Central (Metered),Natural Gas,1.0,Unfurnished,Tenant-occupied,False,,3750.0,"North, South, West",Eligible,No Title Deed,No,2026-03-03,2026-03-16 04:18:46
87282-2107,satilik,Güngören,Mareşal Çakmak,3950000,90.0,80.0,43888.88888888889,2,1,3,-1.0,Garden Floor,3.0,8,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,South,Eligible,Construction Easement,No,2026-03-07,2026-03-16 04:18:54
165666-26,satilik,Güngören,Akıncılar,3500000,95.0,85.0,36842.10526315789,2,1,3,3.0,,4.0,31,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,,South,Eligible,Construction Easement,No,2026-03-13,2026-03-16 04:19:02
162167-10,satilik,Güngören,Akıncılar,4000000,115.0,100.0,34782.608695652176,3,1,4,5.0,,5.0,31,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,300.0,,Eligible,Condominium Title,No,2026-03-12,2026-03-16 04:19:10
140652-119,satilik,Güngören,Sanayi,2650000,80.0,70.0,33125.0,2,1,3,0.0,Raised Ground,4.0,31,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,,"South, West",Eligible,Construction Easement,No,2026-03-05,2026-03-16 04:19:24
114218-3218,satilik,Güngören,Merkez,3300000,95.0,66.0,34736.84210526316,2,1,3,3.0,,8.0,0,Reinforced Concrete,New,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,True,,,South,Not Eligible,Land Title,No,2026-03-04,2026-03-16 04:19:34
92051-1381,satilik,Güngören,Mehmet Nesih Özmen,11900000,130.0,120.0,91538.46153846153,3,1,4,3.0,,5.0,26,,,Central,,1.0,Unfurnished,Owner-occupied,False,,300.0,South,Eligible,Condominium Title,No,2026-03-16,2026-03-16 04:19:44
56145-3660,satilik,Güngören,Mehmet Nesih Özmen,8500000,87.0,80.0,97701.14942528735,2,1,3,0.0,Entrance Floor,7.0,1,,,Combi Boiler,Natural Gas,1.0,,Vacant,True,,,,Eligible,Construction Easement,,2026-03-13,2026-03-16 04:19:54
164572-29,satilik,Güngören,Güneştepe,3150000,85.0,80.0,37058.82352941176,2,1,3,2.0,,5.0,31,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,100.0,West,Eligible,Condominium Title,No,2026-03-08,2026-03-16 04:20:03
0-46255414,satilik,Güngören,Abdurrahman Nafiz Gürman,6500000,100.0,80.0,65000.0,2,1,3,6.0,,7.0,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,1400.0,North,Eligible,Condominium Title,Yes,2026-03-11,2026-03-16 04:20:10
166746-5,satilik,Güngören,Güneştepe,4000000,120.0,110.0,33333.333333333336,3,1,4,5.0,,6.0,31,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,,South,Not Eligible,Land Title,No,2026-02-27,2026-03-16 04:20:18
6872-1588,satilik,Güngören,Abdurrahman Nafiz Gürman,6100000,105.0,92.0,58095.23809523809,2,1,3,3.0,,7.0,35,,,Combi Boiler,Natural Gas,1.0,,Owner-occupied,False,,,East,Eligible,Condominium Title,,2026-03-09,2026-03-16 04:20:26
156410-73,satilik,Güngören,Merkez,4850000,85.0,65.0,57058.82352941176,2,1,3,1.0,,5.0,11,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,,Eligible,Condominium Title,No,2026-03-09,2026-03-16 04:20:36
164572-25,satilik,Güngören,Sanayi,3300000,95.0,85.0,34736.84210526316,2,1,3,2.0,,4.0,31,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,100.0,"East, West",Eligible,Construction Easement,No,2026-03-02,2026-03-16 04:20:43
6428-6064,satilik,Güngören,Güven,7500000,90.0,75.0,83333.33333333333,2,1,3,2.0,,4.0,2,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,South,Eligible,Condominium Title,Yes,2026-03-11,2026-03-16 04:20:52
85708-3803,satilik,Güngören,Mareşal Çakmak,5250000,95.0,90.0,55263.15789473684,2,1,3,2.0,,5.0,38,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,,Owner-occupied,False,,,"North, East",Not Eligible,Construction Easement,No,2026-03-03,2026-03-16 04:21:01
55742-93,satilik,Güngören,Mareşal Çakmak,3650000,130.0,115.0,28076.923076923078,3,1,4,4.0,,5.0,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,"North, South, East",Not Eligible,Land Title,Yes,2026-02-03,2026-03-16 04:21:10
165889-3,satilik,Güngören,Abdurrahman Nafiz Gürman,15000000,240.0,220.0,62500.0,5,2,7,6.0,,6.0,0,,,Combi Boiler,,3.0,Unfurnished,Vacant,False,,,"South, East",Eligible,Condominium Title,No,2026-02-13,2026-03-16 04:21:19
0-46004639,satilik,Güngören,Akıncılar,5050000,130.0,110.0,38846.153846153844,3,1,4,,Top Floor,5.0,31,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,250.0,"North, East, West",Eligible,Construction Easement,No,2026-01-25,2026-03-16 04:21:27
161060-16,satilik,Güngören,Mareşal Çakmak,6750000,85.0,75.0,79411.76470588235,2,1,3,2.0,,4.0,0,,,Combi Boiler,,1.0,Unfurnished,Vacant,False,,,South,Eligible,Construction Easement,Yes,2026-02-13,2026-03-16 04:21:38
85708-3793,satilik,Güngören,Haznedar,5400000,80.0,70.0,67500.0,2,1,3,0.0,Raised Ground,4.0,11,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Vacant,False,,350.0,"South, East, West",Eligible,Condominium Title,Yes,2026-03-06,2026-03-16 04:21:46
6428-5310,satilik,Güngören,Haznedar,6250000,200.0,180.0,31250.0,5,1,6,5.0,,6.0,30,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,2.0,Unfurnished,Tenant-occupied,False,,,South,Eligible,Construction Easement,No,2026-02-16,2026-03-16 04:21:56
165666-8,satilik,Güngören,Haznedar,13200000,145.0,130.0,91034.4827586207,4,2,6,4.0,,4.0,4,,,Combi Boiler,,2.0,Unfurnished,Owner-occupied,False,,,South,Eligible,Condominium Title,No,2026-02-06,2026-03-16 04:22:04
85708-3792,satilik,Güngören,Gençosman,8250000,79.0,64.0,104430.37974683545,2,1,3,9.0,,10.0,2,Reinforced Concrete,Second-hand,Central (Metered),Natural Gas,2.0,Unfurnished,Owner-occupied,False,,3400.0,"North, East",Eligible,Condominium Title,No,2026-03-05,2026-03-16 04:22:12
6428-6107,satilik,Güngören,Haznedar,7300000,90.0,85.0,81111.11111111111,2,1,3,2.0,,4.0,2,,,Combi Boiler,,1.0,Unfurnished,Tenant-occupied,False,,,South,Eligible,Condominium Title,No,2026-02-27,2026-03-16 04:22:21
85708-3722,satilik,Güngören,Gençosman,2850000,95.0,84.0,30000.0,2,1,3,3.0,,5.0,35,Reinforced Concrete,Second-hand,Combi Boiler,Natural Gas,1.0,Unfurnished,Owner-occupied,False,,,West,Not Eligible,Land Title,No,2026-03-03,2026-03-16 04:22:30
